index,sigma_fcs,fcs_loc,radius,AR,tdivc_scale,N_eng,HTR_f,l_fcs,theta_floor,fcs_fuselage_location,has_strut,CDS,WMTO,Vol_wing,PFEI,seats_abreast,Vol_nacelle,y_centroid_wing,L_fuse,y_centroid_nacelles,span,x_centroid_fuse,Vol_fuse,length,P_prop_max
"(1, 9, 8, 10, 3, 3, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,6,0.2722222222222222,0.0,0.0,1.0,false,5.707614534817263,1.0069993293818764e6,36.09779747011561,1.219080920274644,7,0.504478326747005,9.311035336185885,25.14600000000001,9.537613959004176,40.66880312615977,31.24200000000001,0.0,49.76219112143786,1.2773541536538057e7
"(1, 9, 8, 10, 3, 4, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,6,0.3,0.0,0.0,1.0,false,5.718846155196375,1.0082505684165022e6,36.16445573528815,1.2214098145792374,7,0.6306217187498998,9.316439378410115,25.14600000000001,9.552111067505763,40.694036008140614,31.24200000000001,0.0,49.78093291101873,1.2798072916680418e7
"(1, 9, 8, 10, 3, 5, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,6,0.30833333333333335,0.0,0.0,1.0,false,5.722520576374722,1.0086604178180003e6,36.186298696200204,1.2221717954634077,7,0.672380577571398,9.318208752707562,25.14600000000001,9.556834856498503,40.702297678011966,31.24200000000001,0.0,49.78706503780706,1.2806098425917245e7
"(1, 9, 8, 10, 3, 6, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,6,0.34444444444444444,0.0,0.0,1.0,false,5.740225821940085,1.0106387335336497e6,36.29179373880008,1.2258438606365525,7,0.8769444746564137,9.326744239846585,25.14600000000001,9.579469145789252,40.74215209266888,31.24200000000001,0.0,49.816616955113794,1.2844769961557219e7
"(1, 9, 8, 10, 3, 7, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,6,0.38055555555555554,0.0,0.0,1.0,false,5.761170864708989,1.0129862779143436e6,36.417108222055646,1.2301883846007111,7,1.1259814710895912,9.336861704056176,25.14600000000001,9.605982117851275,40.78939317069032,31.24200000000001,0.0,49.85158185247302,1.2890518898549914e7
"(1, 9, 8, 10, 3, 8, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,6,0.4166666666666667,0.0,0.0,1.0,false,5.785925780892057,1.0157707174670568e6,36.56592757752864,1.235323612958027,7,1.4299093347600964,9.348846593716678,25.14600000000001,9.6369680221692,40.845353744980606,31.24200000000001,0.0,49.892912014754266,1.2944590990672613e7
"(1, 9, 8, 10, 3, 9, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,6,0.4527777777777778,0.0,0.0,1.0,false,5.815235977846385,1.0190811036876705e6,36.743115197597376,1.2414044088820677,7,1.8028066847084938,9.36307349258407,25.14600000000001,9.67319277011278,40.91178284475052,31.24200000000001,0.0,49.94185472065691,1.3008615224601822e7
"(1, 9, 8, 10, 3, 10, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,6,0.4888888888888889,0.0,0.0,1.0,false,5.8500894083725035,1.0230362812057653e6,36.95518239853936,1.248636064146055,7,2.2640219136708533,9.380040624996548,25.14600000000001,9.715655621323696,40.9910068093224,31.24200000000001,0.0,50.00006355223818,1.308475076994418e7
"(1, 9, 8, 10, 3, 11, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,6,0.525,0.0,0.0,1.0,false,5.891819200343568,1.0277979091971446e6,37.211019438593,1.2572959033622433,7,2.8406982078476655,9.400423043953747,25.14600000000001,9.76568185931193,41.08617763713813,31.24200000000001,0.0,50.06977252709965,1.3175911388249727e7
"(1, 9, 8, 10, 3, 12, 1, 7, 2, 1)",2000.0,nacelle,2.54,10.1,1.0,6,0.5611111111111111,0.0,0.0,1.0,false,5.94226289016304,1.0335907664842383e6,37.523042724925304,1.2677660680614555,7,3.5718674132251444,9.425155014753175,25.14600000000001,9.825064115741851,41.20165765643507,31.24200000000001,0.0,50.15406038774007,1.3286113631741468e7
