index,sigma_fcs,fcs_loc,radius,AR,tdivc_scale,N_eng,HTR_f,l_fcs,theta_floor,fcs_fuselage_location,has_strut,CDS,WMTO,Vol_wing,PFEI,seats_abreast,Vol_nacelle,y_centroid_wing,L_fuse,y_centroid_nacelles,span,x_centroid_fuse,Vol_fuse,length,P_prop_max
"(1, 9, 8, 10, 1, 1, 1, 7, 2, 1)",1667.0,nacelle,2.54,10.1,1.0,2,0.2,0.0,0.0,1.0,false,5.972234534473576,1.0860436347685454e6,40.40802075026572,1.2781002495384624,7,0.4783441770640626,9.645001431335972,25.14600000000001,6.017515349254674,42.22817788950648,31.24200000000001,0.0,50.237260093011834,4.0095603385049134e7
"(1, 9, 8, 10, 1, 2, 1, 7, 2, 1)",1667.0,nacelle,2.54,10.1,1.0,2,0.2361111111111111,0.0,0.0,1.0,false,5.983286158711668,1.087447635450874e6,40.48571227025835,1.2804107303037426,7,0.6852822619030725,9.65083813025162,25.14600000000001,6.021398911568199,42.25543095837333,31.24200000000001,0.0,50.25586250499078,4.016824293112794e7
"(1, 9, 8, 10, 1, 3, 1, 7, 2, 1)",1667.0,nacelle,2.54,10.1,1.0,2,0.2722222222222222,0.0,0.0,1.0,false,5.996708139162791,1.0891569878556589e6,40.580366666175166,1.283216965633916,7,0.9412477480142686,9.657939042462003,25.14600000000001,6.026123643038921,42.28858696869418,31.24200000000001,0.0,50.27845681250479,4.025646415482965e7
"(1, 9, 8, 10, 1, 4, 1, 7, 2, 1)",1667.0,nacelle,2.54,10.1,1.0,2,0.3,0.0,0.0,1.0,false,6.008829777334184,1.0907046695497117e6,40.66613137271167,1.2857515303724223,7,1.1767109422926467,9.66436346255353,25.14600000000001,6.030398257185421,42.31858426095033,31.24200000000001,0.0,50.298864199773114,4.0336140480278514e7
"(1, 9, 8, 10, 1, 5, 1, 7, 2, 1)",1667.0,nacelle,2.54,10.1,1.0,2,0.30833333333333335,0.0,0.0,1.0,false,6.012798081822985,1.0912121413743168e6,40.69426581118159,1.2865813145794112,7,1.2546690346483278,9.666468962267306,25.14600000000001,6.031799192792643,42.32841538801855,31.24200000000001,0.0,50.305545397272276,4.036222466917923e7
"(1, 9, 8, 10, 1, 6, 1, 7, 2, 1)",1667.0,nacelle,2.54,10.1,1.0,2,0.34444444444444444,0.0,0.0,1.0,false,6.031938746353083,1.0936654028066031e6,40.83036568187872,1.2905840678744152,7,1.636633043558773,9.676640511721468,25.14600000000001,6.0385670330909385,42.37590900414694,31.24200000000001,0.0,50.33777505240929,4.048804221028395e7
"(1, 9, 8, 10, 1, 7, 1, 7, 2, 1)",1667.0,nacelle,2.54,10.1,1.0,2,0.38055555555555554,0.0,0.0,1.0,false,6.05462338428064,1.0965845480574365e6,40.99250586126032,1.2953285568171848,7,2.101800355746903,9.688728551931547,25.14600000000001,6.046610048172352,42.43235121524458,31.24200000000001,0.0,50.375978282614916,4.0637161330284745e7
"(1, 9, 8, 10, 1, 8, 1, 7, 2, 1)",1667.0,nacelle,2.54,10.1,1.0,2,0.4166666666666667,0.0,0.0,1.0,false,6.081492573676971,1.1000581904592505e6,41.18571994504812,1.3009490361685887,7,2.6697451964651284,9.703091422016518,25.14600000000001,6.0561666660109905,42.49941520007713,31.24200000000001,0.0,50.421236786044666,4.08137958372671e7
"(1, 9, 8, 10, 1, 9, 1, 7, 2, 1)",1667.0,nacelle,2.54,10.1,1.0,2,0.4527777777777778,0.0,0.0,1.0,false,6.11338755536207,1.1042035904857456e6,41.41668999137162,1.3076218959591313,7,3.36695700908155,9.72020173633752,25.14600000000001,6.067551349858816,42.57930771830748,31.24200000000001,0.0,50.47497185102066,4.102348026855078e7
"(1, 9, 8, 10, 1, 10, 1, 7, 2, 1)",1667.0,nacelle,2.54,10.1,1.0,2,0.4888888888888889,0.0,0.0,1.0,false,6.151430054063555,1.1091784869738321e6,41.69443803974918,1.315582761310006,7,4.229904050847394,9.740692803313229,25.14600000000001,6.081185483916584,42.674985852046206,31.24200000000001,0.0,50.53908221793507,4.127359562495205e7
