index,sigma_fcs,fcs_loc,radius,AR,tdivc_scale,N_eng,HTR_f,l_fcs,theta_floor,fcs_fuselage_location,has_strut,CDS,WMTO,Vol_wing,PFEI,seats_abreast,Vol_nacelle,y_centroid_wing,L_fuse,y_centroid_nacelles,span,x_centroid_fuse,Vol_fuse,length,P_prop_max
"(1, 9, 8, 10, 2, 5, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,4,0.30833333333333335,0.0,0.0,1.0,false,4.759403795856074,756794.2641576456,23.65283486916956,1.017292139931257,7,0.6278545004433809,8.156676894519418,25.14600000000001,8.661584195227551,35.278802620324136,31.24200000000001,0.0,48.14000666371549,1.6008940903235886e7
"(1, 9, 8, 10, 2, 6, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,4,0.34444444444444444,0.0,0.0,1.0,false,4.773934558395532,758348.1545896801,23.724749012178883,1.020316211002277,7,0.8188187791252978,8.164410402352933,25.14600000000001,8.685293460745218,35.31491238452732,31.24200000000001,0.0,48.16428735747889,1.6056552011777485e7
"(1, 9, 8, 10, 2, 7, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,4,0.38055555555555554,0.0,0.0,1.0,false,4.79112044657039,760191.9790574096,23.810173404821214,1.0238929044829088,7,1.0512677505634855,8.173576391144062,25.14600000000001,8.713041149540821,35.357710775769945,31.24200000000001,0.0,48.19300608499527,1.6112864870399024e7
"(1, 9, 8, 10, 2, 8, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,4,0.4166666666666667,0.0,0.0,1.0,false,4.811427234038753,762378.8664537697,23.911622443289467,1.0281191438539803,7,1.3349053702300622,8.18443325072414,25.14600000000001,8.745437268631864,35.408404283536846,31.24200000000001,0.0,48.226943142739366,1.6179406632436689e7
"(1, 9, 8, 10, 2, 9, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,4,0.4527777777777778,0.0,0.0,1.0,false,4.835464327623801,764978.8578820886,24.032417913147484,1.0331223820305593,7,1.6828413888955098,8.197320341283982,25.14600000000001,8.783267015301536,35.46857746903027,31.24200000000001,0.0,48.26712131603815,1.625817560270996e7
"(1, 9, 8, 10, 2, 10, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,4,0.4888888888888889,0.0,0.0,1.0,false,4.864038882652246,768085.444459873,24.177010731478806,1.0390716010333338,7,2.1130855532320663,8.212689327321796,25.14600000000001,8.827553108237375,35.54033927154147,31.24200000000001,0.0,48.31490034590684,1.635181907935858e7
"(1, 9, 8, 10, 2, 11, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,4,0.525,0.0,0.0,1.0,false,4.8982350890244515,771824.8876240592,24.35143529516025,1.0461912909825097,7,2.6508877713871604,8.23114745052346,25.14600000000001,8.879644308017376,35.62652506080993,31.24200000000001,0.0,48.372084808186834,1.6463892615254104e7
"(1, 9, 8, 10, 2, 12, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,4,0.5611111111111111,0.0,0.0,1.0,false,4.939548340562143,776373.2366017889,24.564144004577336,1.054792820708259,7,3.332535849304673,8.25353744719128,25.14600000000001,8.941362793523858,35.73106979233283,31.24200000000001,0.0,48.441179074827424,1.6599301863550799e7
"(1, 9, 8, 10, 2, 13, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,4,0.5972222222222222,0.0,0.0,1.0,false,4.990091961429307,781981.9256648734,24.827273633496127,1.0653161767442971,7,4.211742993519334,8.281055818834812,25.14600000000001,9.015226336941751,35.85956024358667,31.24200000000001,0.0,48.52572078404214,1.6764979670108033e7
"(1, 9, 8, 10, 2, 14, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,4,0.6333333333333333,0.0,0.0,1.0,false,5.052949527982056,789022.3689113595,25.15887398574052,1.0784033052653523,7,5.370905646781309,8.315458101168618,25.14600000000001,9.10481969774035,36.0201934684916,31.24200000000001,0.0,48.63087614691606,1.6971044116900627e7
"(1, 9, 8, 10, 2, 15, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,4,0.6694444444444444,0.0,0.0,1.0,false,5.132800832216779,798066.3265580003,25.586953800256126,1.0950284823414482,7,6.942061082972932,8.359423517157248,25.14600000000001,9.215437190053983,36.22547945754357,31.24200000000001,0.0,48.764483949131744,1.723285351589747e7
"(1, 9, 8, 10, 2, 16, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,4,0.7055555555555556,0.0,0.0,1.0,false,5.237107176304408,810040.8944279595,26.157392485797743,1.1167452561970865,7,9.148631606673106,8.41725055267556,25.14600000000001,9.35526934772,36.49548896190923,31.24200000000001,0.0,48.939049984710756,1.7574901111821532e7
"(1, 9, 8, 10, 2, 17, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,4,0.7416666666666667,0.0,0.0,1.0,false,5.3785417424486,826552.8611300706,26.95074765812538,1.1461915466607988,7,12.395958279561095,8.496287466198732,25.14600000000001,9.537764052131456,36.86453291610303,31.24200000000001,0.0,49.17581584496522,1.80388012361717e7
"(1, 9, 8, 10, 2, 18, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,4,0.7777777777777778,0.0,0.0,1.0,false,5.580537955831485,850648.7764259994,28.12243903635622,1.188245716606069,7,17.490813501043633,8.61021396882391,25.14600000000001,9.786839643253433,37.396485457543555,31.24200000000001,0.0,49.51408110066943,1.87015310256919e7
"(1, 9, 8, 10, 2, 19, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,4,0.8138888888888889,0.0,0.0,1.0,false,5.891946983360634,888889.3737313309,30.01545174755831,1.2530868991005428,7,26.261881449655576,8.787739138724607,25.14600000000001,10.150123934176335,38.22539675669078,31.24200000000001,0.0,50.03589048270765,1.972393822840028e7
"(1, 9, 8, 10, 2, 20, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,4,0.85,0.0,0.0,1.0,false,6.435212668664563,958464.8062654004,33.562760540304254,1.3662237816521952,7,43.76466999467589,9.10117340734852,25.14600000000001,10.740376309513408,39.688903069331616,31.24200000000001,0.0,50.94698327002286,2.1508865477707583e7
"(1, 9, 8, 10, 3, 1, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,6,0.2,0.0,0.0,1.0,false,4.733333525867777,752186.4913938505,23.438279402238805,1.0121780845899662,7,0.19595227222880668,8.133743134645142,25.14600000000001,8.401936065420253,35.171718916631015,31.24200000000001,0.0,48.09894725391148,1.0618089815597592e7
"(1, 9, 8, 10, 3, 2, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,6,0.2361111111111111,0.0,0.0,1.0,false,4.741823039285092,753054.4438203038,23.478316444342727,1.0139386932608017,7,0.2806938976881854,8.138077937129152,25.14600000000001,8.414046709847165,35.19195923951355,31.24200000000001,0.0,48.11308220640475,1.0636604070107115e7
"(1, 9, 8, 10, 3, 3, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,6,0.2722222222222222,0.0,0.0,1.0,false,4.752118983205085,754108.9855898771,23.526990424655814,1.0160739476571723,7,0.3854867548155382,8.143341195540842,25.14600000000001,8.428642293984538,35.21653476517125,31.24200000000001,0.0,48.130225484026646,1.065905820902778e7
"(1, 9, 8, 10, 3, 4, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,6,0.3,0.0,0.0,1.0,false,4.761403880346234,755061.7440805695,23.57099465518422,1.0179995378542737,7,0.4818605233233811,8.1480932264241,25.14600000000001,8.44172055655414,35.23872323622148,31.24200000000001,0.0,48.14568590367251,1.0679307712009126e7
"(1, 9, 8, 10, 3, 5, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,6,0.30833333333333335,0.0,0.0,1.0,false,4.764440748483799,755373.7303185693,23.585409912457973,1.0186293553512915,7,0.5137629151174657,8.149648642395851,25.14600000000001,8.445981230810313,35.24598587889114,31.24200000000001,0.0,48.15074275737452,1.0685930908350473e7
"(1, 9, 8, 10, 3, 6, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,6,0.34444444444444444,0.0,0.0,1.0,false,4.779069366679911,756879.0454492336,23.65500300776791,1.0216632099717105,7,0.6700325118335038,8.157148840014036,25.14600000000001,8.466391174989395,35.28100625687489,31.24200000000001,0.0,48.175102472314755,1.0717835359821683e7
"(1, 9, 8, 10, 3, 7, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,6,0.38055555555555554,0.0,0.0,1.0,false,4.796365622794534,758664.100282667,23.737615467548494,1.0252503952904226,7,0.860252224754434,8.166033001140377,25.14600000000001,8.490287930213603,35.32248872127803,31.24200000000001,0.0,48.20390644339252,1.075555880716757e7
"(1, 9, 8, 10, 3, 8, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,6,0.4166666666666667,0.0,0.0,1.0,false,4.816797361525835,760780.1282728629,23.835666927075835,1.0294892757595024,7,1.0923639476717109,8.17655063767235,25.14600000000001,8.518203556791143,35.37159830819775,31.24200000000001,0.0,48.237945257552376,1.08001221905586e7
"(1, 9, 8, 10, 3, 9, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,6,0.4527777777777778,0.0,0.0,1.0,false,4.840971571368459,763293.6319762983,23.95230764861704,1.0345049137842266,7,1.377094746361591,8.189024605084954,25.14600000000001,8.550819025271666,35.42984251401536,31.24200000000001,0.0,48.27822422131974,1.0852850101374483e7
"(1, 9, 8, 10, 3, 10, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,6,0.4888888888888889,0.0,0.0,1.0,false,4.869692678083474,766293.4672390309,24.09176003135856,1.0404639951559744,7,1.7291791112142996,8.203884845428854,25.14600000000001,8.589022636802305,35.49922885025146,31.24200000000001,0.0,48.32608338706468,1.0915498133713521e7
"(1, 9, 8, 10, 3, 11, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,6,0.525,0.0,0.0,1.0,false,4.904044075327808,769900.2531602429,24.259777399675674,1.0475913163179593,7,2.1692734595992844,8.221712683352635,25.14600000000001,8.633990369267043,35.582471673241876,31.24200000000001,0.0,48.38333024174309,1.0990430904857168e7
"(1, 9, 8, 10, 3, 12, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,6,0.5611111111111111,0.0,0.0,1.0,false,4.945515676282139,774281.294934154,24.464375468220982,1.056196015543272,7,2.7270562633079325,8.243310675430342,25.14600000000001,8.687309442142071,35.68331832885764,31.24200000000001,0.0,48.45245084100019,1.1080900605791396e7
"(1, 9, 8, 10, 3, 13, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,6,0.5972222222222222,0.0,0.0,1.0,false,4.996210240486798,779675.036081912,24.717038753208676,1.0667143750989923,7,3.4464441459458484,8.269816269781193,25.14600000000001,8.751174547564617,35.807079858900515,31.24200000000001,0.0,48.53695438828315,1.1191497653694725e7
"(1, 9, 8, 10, 3, 14, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,6,0.6333333333333333,0.0,0.0,1.0,false,5.059190744961967,786432.7435125597,25.034793759896484,1.0797819170171215,7,4.394775891565176,8.302893919061242,25.14600000000001,8.828711685014946,35.96152802674511,31.24200000000001,0.0,48.64195378114706,1.132890953049015e7
"(1, 9, 8, 10, 3, 15, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,6,0.6694444444444444,0.0,0.0,1.0,false,5.139095845958758,795093.4258006446,25.443971114274976,1.096361164006335,7,5.67989174525991,8.345076819512913,25.14600000000001,8.924539584858687,36.15849098605252,31.24200000000001,0.0,48.77519467849135,1.1503265525383158e7
"(1, 9, 8, 10, 3, 16, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,6,0.7055555555555556,0.0,0.0,1.0,false,5.243300528328908,806527.4410005817,25.987503104662135,1.1179822303358389,7,7.484099386596983,8.400413722045416,25.14600000000001,9.045803443789948,36.4168734103288,31.24200000000001,0.0,48.94899397948863,1.1730673248990083e7
"(1, 9, 8, 10, 3, 17, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,6,0.7416666666666667,0.0,0.0,1.0,false,5.384286888857435,822235.7180278301,26.74035575910993,1.1472344058198103,7,10.137681117967254,8.475795425912041,25.14600000000001,9.204231193662443,36.768850237721594,31.24200000000001,0.0,49.18420199132466,1.2038401284725102e7
"(1, 9, 8, 10, 3, 18, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,6,0.7777777777777778,0.0,0.0,1.0,false,5.585021287564969,845045.4472261099,27.84610082976103,1.1888844963553358,7,14.296527938355915,8.583976322771193,25.14600000000001,9.420659638380245,37.273975047958885,31.24200000000001,0.0,49.51921985762568,1.2476638272604613e7
"(1, 9, 8, 10, 3, 19, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,6,0.8138888888888889,0.0,0.0,1.0,false,5.893010645516941,880985.6142734631,29.618122626296582,1.2528013698611058,7,21.441411562166234,8.751494704706879,25.14600000000001,9.736457078091185,38.05616204532395,31.24200000000001,0.0,50.03359245907645,1.3149408521762637e7
"(1, 9, 8, 10, 3, 20, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,6,0.85,0.0,0.0,1.0,false,6.425694732803759,945596.8889513018,32.89340452262796,1.3633672150021965,7,35.633080649760494,9.044242765137957,25.14600000000001,10.248836554877329,39.423079059009915,31.24200000000001,0.0,50.92397085486788,1.4313885145357884e7
"(1, 9, 8, 10, 4, 1, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,8,0.2,0.0,0.0,1.0,false,4.73778554980691,751424.7131542852,23.402230326690542,1.0135704162276837,7,0.17006528266291634,8.129951887445555,25.14600000000001,8.277860515001027,35.15401659507653,31.24200000000001,0.0,48.11012545790482,7.972574920890017e6
"(1, 9, 8, 10, 4, 2, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,8,0.2361111111111111,0.0,0.0,1.0,false,4.74635943322393,752282.0989820906,23.441758658123955,1.0153489526636785,7,0.24361774761561705,8.134236531734636,25.14600000000001,8.288824776106875,35.17402271627068,31.24200000000001,0.0,48.12440464314346,7.986601097111543e6
"(1, 9, 8, 10, 4, 3, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,8,0.2722222222222222,0.0,0.0,1.0,false,4.75675679624812,753323.571004255,23.489803156297583,1.0175057524819546,7,0.33457854026264966,8.139437770217636,25.14600000000001,8.302042031762952,35.198308654712704,31.24200000000001,0.0,48.141721269389066,8.003610563398155e6
"(1, 9, 8, 10, 4, 4, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,8,0.3,0.0,0.0,1.0,false,4.766132292724328,754264.3012445628,23.533227808511313,1.0194505819511568,7,0.41823582116909713,8.144132743665946,25.14600000000001,8.313888231435293,35.22023070972427,31.24200000000001,0.0,48.157336493282465,8.018948514757339e6
"(1, 9, 8, 10, 4, 5, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,8,0.30833333333333335,0.0,0.0,1.0,false,4.769198611403945,754572.3023387123,23.547450989627208,1.0200866508521318,7,0.44592957543962675,8.145669259831148,25.14600000000001,8.317748113929232,35.22740510426996,31.24200000000001,0.0,48.16244365026234,8.023964930336169e6
"(1, 9, 8, 10, 4, 6, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,8,0.34444444444444444,0.0,0.0,1.0,false,4.783968271521392,756058.1634253609,23.61610585054431,1.023150696536334,7,0.5815898026953451,8.153077248220741,25.14600000000001,8.336242570850473,35.26199493332642,31.24200000000001,0.0,48.18704630974127,8.048127998293334e6
"(1, 9, 8, 10, 4, 7, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,8,0.38055555555555554,0.0,0.0,1.0,false,4.80143031792422,757819.8322054488,23.697588814288906,1.026774442702455,7,0.7467358218978479,8.161850718787633,25.14600000000001,8.357906546134966,35.30296055465043,31.24200000000001,0.0,48.21614449097434,8.076696443468175e6
"(1, 9, 8, 10, 4, 8, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,8,0.4166666666666667,0.0,0.0,1.0,false,4.822052459861505,759906.8491589131,23.79423849466223,1.031053976102624,7,0.9482690035200859,8.172231073059175,25.14600000000001,8.383223285035335,35.35142913490666,31.24200000000001,0.0,48.250510518291534,8.110435705494193e6
"(1, 9, 8, 10, 4, 9, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,8,0.4527777777777778,0.0,0.0,1.0,false,4.846446703064404,762384.5898288571,23.90914934330737,1.0361162790855964,7,1.1955129255175871,8.184536036267236,25.14600000000001,8.412816739892687,35.40888421603379,31.24200000000001,0.0,48.29116554694419,8.1503475351666855e6
"(1, 9, 8, 10, 4, 10, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,8,0.4888888888888889,0.0,0.0,1.0,false,4.8754225123369705,765340.0546848187,24.046451428173565,1.0421293140208154,7,1.5012753889600492,8.199186885674395,25.14600000000001,8.447500007979706,35.47729285139796,31.24200000000001,0.0,48.339459144181,8.19775690994028e6
"(1, 9, 8, 10, 4, 11, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,8,0.525,0.0,0.0,1.0,false,4.910069086234497,768891.1385652645,24.211763463154444,1.0493190602622693,7,1.8835134584083002,8.21675240029901,25.14600000000001,8.48834991906756,35.55931081851678,31.24200000000001,0.0,48.39720875209205,8.254446847166745e6
"(1, 9, 8, 10, 4, 12, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,8,0.5611111111111111,0.0,0.0,1.0,false,4.951883511966186,773201.1821918503,24.412903755489307,1.057996101152168,7,2.368029690236986,8.238016926042894,25.14600000000001,8.53682078621733,35.658600432885116,31.24200000000001,0.0,48.46691212275741,8.322868236701807e6
"(1, 9, 8, 10, 4, 13, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,8,0.5972222222222222,0.0,0.0,1.0,false,5.0029773415844625,778502.6845549296,24.661058866964023,1.068598479941094,7,2.993008466636221,8.264090791812785,25.14600000000001,8.594924950495084,35.78034610963169,31.24200000000001,0.0,48.55209273096021,8.406478213241551e6
"(1, 9, 8, 10, 4, 14, 1, 7, 2, 1)",4000.0,nacelle,2.54,10.1,1.0,8,0.6333333333333333,0.0,0.0,1.0,false,5.066423815006287,785137.6096675899,24.97278542887196,1.0817636123116732,7,3.8170022704759488,8.296596351094964,25.14600000000001,8.665530554993037,35.93212304013214,31.24200000000001,0.0,48.657878866801816,8.510308962926777e6
