index,sigma_fcs,fcs_loc,radius,AR,tdivc_scale,N_eng,HTR_f,l_fcs,theta_floor,fcs_fuselage_location,has_strut,CDS,WMTO,Vol_wing,PFEI,seats_abreast,Vol_nacelle,y_centroid_wing,L_fuse,y_centroid_nacelles,span,x_centroid_fuse,Vol_fuse,length,P_prop_max,Wfuse,Wwing,Whtail,Wvtail,Wfuseshell,Wfusebendv,Wfusebendh,Wwingcentre,Wwinginboard,Wwingoutboard,CLS,CDfuseS,CDiS,CDwingS,CDhtailS,CDvtailS
"(3, 1, 9, 10, 1, 4, 1, 1, 1, 1)",1500.0,fuselage,1.85,10.970703472840606,1.0,2,0.3,0.0,-10.0,0.0,false,4.884935750649791,715325.029497544,23.971337533750496,1.4794117632832235,5,1.012132242182111,9.203449155901394,32.20719999999998,6.680175264959385,38.172430085482205,20.35263671222988,-34.33095796900568,56.99791329577644,3.1889089412830036e7,271703.162191818,137891.87809755726,9147.340480477613,5379.413653428256,28071.929296125083,231.6914728046326,9871.155279525203,9780.119779975648,24380.808324689024,34785.0113753709,83.85923836157686,1.3214836498546028,1.679866257254484,1.184336470867858,0.21507509475298822,0.15454802221463482
"(3, 1, 9, 10, 1, 4, 1, 2, 1, 1)",1500.0,fuselage,1.85,10.970703472840606,1.0,2,0.3,0.0,-8.333333333333334,0.0,false,4.884935750649791,715325.029497544,23.971337533750496,1.4794117632832235,5,1.012132242182111,9.203449155901394,32.20719999999998,6.680175264959385,38.172430085482205,20.35263671222988,-40.284923319564975,56.99791329577644,3.1889089412830036e7,271703.162191818,137891.87809755726,9147.340480477613,5379.413653428256,28071.929296125083,231.6914728046326,9871.155279525203,9780.119779975648,24380.808324689024,34785.0113753709,83.85923836157686,1.3214836498546028,1.679866257254484,1.184336470867858,0.21507509475298822,0.15454802221463482
"(3, 1, 9, 10, 1, 4, 1, 3, 1, 1)",1500.0,fuselage,1.85,10.970703472840606,1.0,2,0.3,0.0,-6.666666666666667,0.0,false,4.884935750649791,715325.029497544,23.971337533750496,1.4794117632832235,5,1.012132242182111,9.203449155901394,32.20719999999998,6.680175264959385,38.172430085482205,20.35263671222988,-46.28984379642371,56.99791329577644,3.1889089412830036e7,271703.162191818,137891.87809755726,9147.340480477613,5379.413653428256,28071.929296125083,231.6914728046326,9871.155279525203,9780.119779975648,24380.808324689024,34785.0113753709,83.85923836157686,1.3214836498546028,1.679866257254484,1.184336470867858,0.21507509475298822,0.15454802221463482
"(3, 1, 9, 10, 1, 4, 1, 4, 1, 1)",1500.0,fuselage,1.85,10.970703472840606,1.0,2,0.3,0.0,-5.0,0.0,false,4.884935750649791,715325.029497544,23.971337533750496,1.4794117632832235,5,1.012132242182111,9.203449155901394,32.20719999999998,6.680175264959385,38.172430085482205,20.35263671222988,-52.335736826866516,56.99791329577644,3.1889089412830036e7,271703.162191818,137891.87809755726,9147.340480477613,5379.413653428256,28071.929296125083,231.6914728046326,9871.155279525203,9780.119779975648,24380.808324689024,34785.0113753709,83.85923836157686,1.3214836498546028,1.679866257254484,1.184336470867858,0.21507509475298822,0.15454802221463482
"(3, 1, 9, 10, 1, 4, 1, 5, 1, 1)",1500.0,fuselage,1.85,10.970703472840606,1.0,2,0.3,0.0,-3.3333333333333335,0.0,false,4.547866603051397,678045.7796822655,22.131658752519698,1.3820833236827006,5,0.911921797715971,8.97459846665019,24.89199999999999,6.502180284430673,37.15531591103242,16.695036712229886,-44.4863267417418,48.985417088077334,2.974156097537952e7,257485.41692726145,127750.11719176902,8011.479181331693,5801.918798329702,23585.050557626324,146.71782771395863,6064.343516071253,9269.26327500444,22327.923324940028,32277.87240117992,79.44987411745701,1.150732409754508,1.5937971945067166,1.1343903579179428,0.19800438628954567,0.1619245703418322
"(3, 1, 9, 10, 1, 4, 1, 6, 1, 1)",1500.0,fuselage,1.85,10.970703472840606,1.0,2,0.3,0.0,-1.6666666666666667,0.0,false,4.547866603051397,678045.7796822655,22.131658752519698,1.3820833236827006,5,0.911921797715971,8.97459846665019,24.89199999999999,6.502180284430673,37.15531591103242,16.695036712229886,-49.13001921254061,48.985417088077334,2.974156097537952e7,257485.41692726145,127750.11719176902,8011.479181331693,5801.918798329702,23585.050557626324,146.71782771395863,6064.343516071253,9269.26327500444,22327.923324940028,32277.87240117992,79.44987411745701,1.150732409754508,1.5937971945067166,1.1343903579179428,0.19800438628954567,0.1619245703418322
"(3, 1, 9, 10, 1, 4, 1, 7, 1, 1)",1500.0,fuselage,1.85,10.970703472840606,1.0,2,0.3,0.0,0.0,0.0,false,4.547866603051397,678045.7796822655,22.131658752519698,1.3820833236827006,5,0.911921797715971,8.97459846665019,24.89199999999999,6.502180284430673,37.15531591103242,16.695036712229886,-53.78157916664826,48.985417088077334,2.974156097537952e7,257485.41692726145,127750.11719176902,8011.479181331693,5801.918798329702,23585.050557626324,146.71782771395863,6064.343516071253,9269.26327500444,22327.923324940028,32277.87240117992,79.44987411745701,1.150732409754508,1.5937971945067166,1.1343903579179428,0.19800438628954567,0.1619245703418322
"(3, 1, 9, 10, 1, 4, 1, 8, 1, 1)",1500.0,fuselage,1.85,10.970703472840606,1.0,2,0.3,0.0,1.6666666666666667,0.0,false,4.547866603051397,678045.7796822655,22.131658752519698,1.3820833236827006,5,0.911921797715971,8.97459846665019,24.89199999999999,6.502180284430673,37.15531591103242,16.695036712229886,-58.43313912075595,48.985417088077334,2.974156097537952e7,257485.41692726145,127750.11719176902,8011.479181331693,5801.918798329702,23585.050557626324,146.71782771395863,6064.343516071253,9269.26327500444,22327.923324940028,32277.87240117992,79.44987411745701,1.150732409754508,1.5937971945067166,1.1343903579179428,0.19800438628954567,0.1619245703418322
"(3, 1, 9, 10, 1, 4, 1, 9, 1, 1)",1500.0,fuselage,1.85,10.970703472840606,1.0,2,0.3,0.0,3.3333333333333335,0.0,false,4.547866603051397,678045.7796822655,22.131658752519698,1.3820833236827006,5,0.911921797715971,8.97459846665019,24.89199999999999,6.502180284430673,37.15531591103242,16.695036712229886,-63.076831591554736,48.985417088077334,2.974156097537952e7,257485.41692726145,127750.11719176902,8011.479181331693,5801.918798329702,23585.050557626324,146.71782771395863,6064.343516071253,9269.26327500444,22327.923324940028,32277.87240117992,79.44987411745701,1.150732409754508,1.5937971945067166,1.1343903579179428,0.19800438628954567,0.1619245703418322
"(3, 1, 9, 10, 1, 4, 1, 10, 1, 1)",1500.0,fuselage,1.85,10.970703472840606,1.0,2,0.3,0.0,5.0,0.0,false,4.547866603051397,678045.7796822655,22.131658752519698,1.3820833236827006,5,0.911921797715971,8.97459846665019,24.89199999999999,6.502180284430673,37.15531591103242,16.695036712229886,-67.7048157168088,48.985417088077334,2.974156097537952e7,257485.41692726145,127750.11719176902,8011.479181331693,5801.918798329702,23585.050557626324,146.71782771395863,6064.343516071253,9269.26327500444,22327.923324940028,32277.87240117992,79.44987411745701,1.150732409754508,1.5937971945067166,1.1343903579179428,0.19800438628954567,0.1619245703418322
