index,sigma_fcs,fcs_loc,radius,AR,tdivc_scale,N_eng,HTR_f,l_fcs,theta_floor,fcs_fuselage_location,has_strut,CDS,WMTO,Vol_wing,PFEI,seats_abreast,Vol_nacelle,y_centroid_wing,L_fuse,y_centroid_nacelles,span,x_centroid_fuse,Vol_fuse,length,P_prop_max,Wfuse,Wwing,Whtail,Wvtail,Wfuseshell,Wfusebendv,Wfusebendh,Wwingcentre,Wwinginboard,Wwingoutboard,CLS,CDfuseS,CDiS,CDwingS,CDhtailS,CDvtailS
0,0.0,NA,2.5,10.970703472840606,1.0,2,0.3,3.1666666666666665,0.0,1.0,false,3.735173311293849,448032.04425880674,12.055575183834817,1.1362654260813967,7,0.6802525848821018,7.422402008324056,19.930666666666664,5.294916372399234,30.25666498513848,22.596370045563223,62.17735460229798,37.806580708548445,2.4435638747041088e7,124311.94402620976,72195.39272474873,7835.838555358195,3801.0112024999094,32644.635749352037,0.0,1947.6716275593183,5919.334739728836,11286.648852072802,18891.712921336617,52.685779528491366,1.2768034279785625,1.0707853477757998,0.8098003422835042,0.19528603528933144,0.1247521521388987
