index,fcs_loc,radius,AR,tdivc_scale,N_eng,HTR_f,l_fcs,theta_floor,fcs_fuselage_location,has_strut,CDS,WMTO,Vol_wing,PFEI,seats_abreast,Vol_nacelle,y_centroid_wing,L_fuse,y_centroid_nacelles,span,x_centroid_fuse,Vol_fuse,length
"(2, 9, 7, 6, 1, 4, 1, 7, 2, 2)",wing,2.54,10.0,0.8888888888888888,2,0.3,0.0,0.0,1.0,true,4.695715817003067,747773.7032111848,20.613581833812376,0.9988533724412268,7,0.8182420764946805,8.07394772493916,25.14600000000001,4.972183894803877,34.892518560027206,31.24200000000001,0.0,47.99198350301538
"(2, 9, 7, 7, 1, 4, 1, 7, 2, 1)",wing,2.54,10.0,0.9166666666666666,2,0.3,0.0,0.0,1.0,false,4.733494165857595,774107.6413702547,22.077357616461533,1.008832137957696,7,0.8280653903229852,8.203790486335892,25.14600000000001,5.058577327484192,35.49878826304697,31.24200000000001,0.0,48.07208647540957
"(2, 9, 7, 7, 1, 4, 1, 7, 2, 2)",wing,2.54,10.0,0.9166666666666666,2,0.3,0.0,0.0,1.0,true,4.688011353660919,741825.3412834416,21.17373019493244,0.9980840402245573,7,0.8162390304167975,8.044369228801813,25.14600000000001,4.952503261187198,34.754408850436484,31.24200000000001,0.0,47.98580826256983
"(2, 9, 7, 8, 1, 4, 1, 7, 2, 1)",wing,2.54,10.0,0.9444444444444444,2,0.3,0.0,0.0,1.0,false,4.727767420999055,767122.4950105988,22.634372421285903,1.0085710841919693,7,0.8265503321491559,8.169664725681107,25.14600000000001,5.035871082067974,35.3394461899507,31.24200000000001,0.0,48.06999034920653
"(2, 9, 7, 8, 1, 4, 1, 7, 2, 2)",wing,2.54,10.0,0.9444444444444444,2,0.3,0.0,0.0,1.0,true,4.692279076951858,737243.8986653547,21.770058256587816,1.0001146353968366,7,0.8172869467070067,8.021555821860234,25.14600000000001,4.937323912599613,34.6478871059622,31.24200000000001,0.0,48.002107086478055
"(2, 9, 7, 9, 1, 4, 1, 7, 2, 1)",wing,2.54,10.0,0.9722222222222222,2,0.3,0.0,0.0,1.0,false,4.736969138233854,761858.905666465,23.24162642561695,1.0117314581451824,7,0.8288559986808353,8.143911971699728,25.14600000000001,5.018735981169858,35.219199867858656,31.24200000000001,0.0,48.09536200712376
"(2, 9, 7, 9, 1, 4, 1, 7, 2, 2)",wing,2.54,10.0,0.9722222222222222,2,0.3,0.0,0.0,1.0,true,4.710557519444343,734068.7620728737,22.411212343953824,1.0053915603494137,7,0.821908802983146,8.005775000952989,25.14600000000001,4.926823833318915,34.57420233908011,31.24200000000001,0.0,48.04446588028927
"(2, 9, 7, 10, 1, 4, 1, 7, 2, 1)",wing,2.54,10.0,1.0,2,0.3,0.0,0.0,1.0,false,4.761778044511038,758239.9534042343,23.904080599893586,1.0184572473950844,7,0.8351661784490435,8.126242913361475,25.14600000000001,5.006979526010943,35.13669842814697,31.24200000000001,0.0,48.149361287021115
"(2, 9, 7, 10, 1, 4, 1, 7, 2, 2)",wing,2.54,10.0,1.0,2,0.3,0.0,0.0,1.0,true,4.7436167566268015,732266.7009871784,23.102562143254897,1.0140717519121407,7,0.8303211386937404,7.996908788853577,25.14600000000001,4.920924524879229,34.532803683363014,31.24200000000001,0.0,48.11415082144476
"(2, 9, 7, 11, 1, 4, 1, 7, 2, 1)",wing,2.54,10.0,1.0277777777777777,2,0.3,0.0,0.0,1.0,false,4.802545174135563,756192.8431870983,24.626359067644067,1.02884937709375,7,0.8456008540706352,8.116357112631388,25.14600000000001,5.000401814241119,35.0905390473061,31.24200000000001,0.0,48.23280668951896
"(2, 9, 7, 11, 1, 4, 1, 7, 2, 2)",wing,2.54,10.0,1.0277777777777777,2,0.3,0.0,0.0,1.0,true,4.7918942043895605,731804.7232850513,23.849247451238398,1.0262859558978001,7,0.8426744506957775,7.994818348729311,25.14600000000001,4.919533609465806,34.523042873444254,31.24200000000001,0.0,48.212221960650396
"(2, 9, 7, 12, 1, 4, 1, 7, 2, 1)",wing,2.54,10.0,1.0555555555555556,2,0.3,0.0,0.0,1.0,false,4.860872486613841,755743.396837146,25.417573223538184,1.043258416894288,7,0.8606251256986167,8.114418425778325,25.14600000000001,4.999111870848613,35.08148681297273,31.24200000000001,0.0,48.348527591177024
"(2, 9, 8, 1, 1, 4, 1, 7, 2, 1)",wing,2.54,10.1,0.75,2,0.3,0.0,0.0,1.0,false,5.0128340297000245,864586.8248617777,19.501838375183453,1.0683590195364294,7,0.9010663638431899,8.673747712489751,25.14600000000001,5.371272602473726,37.693141069991064,31.24200000000001,0.0,48.5501687822594
"(2, 9, 8, 1, 1, 4, 1, 7, 2, 2)",wing,2.54,10.1,0.75,2,0.3,0.0,0.0,1.0,true,4.8608344999821425,803627.1011575792,18.119952190251848,1.033799130695345,7,0.860994971248369,8.38524227414116,25.14600000000001,5.179309839992757,36.346033964861455,31.24200000000001,0.0,48.27255703348501
"(2, 9, 8, 2, 1, 4, 1, 7, 2, 1)",wing,2.54,10.1,0.7777777777777778,2,0.3,0.0,0.0,1.0,false,4.937446775553257,843245.6576307499,19.835111978619015,1.0518279442605907,7,0.8811869015960667,8.57395108319948,25.14600000000001,5.304870954191094,37.2271645908147,31.24200000000001,0.0,48.417362495493215
"(2, 9, 8, 2, 1, 4, 1, 7, 2, 2)",wing,2.54,10.1,0.7777777777777778,2,0.3,0.0,0.0,1.0,true,4.811226229800783,789275.5893248654,18.56775102205622,1.0229548725129476,7,0.8480929921376198,8.315766189134612,25.14600000000001,5.133082561642095,36.02163201152348,31.24200000000001,0.0,48.18547485263088
"(2, 9, 8, 3, 1, 4, 1, 7, 2, 1)",wing,2.54,10.1,0.8055555555555556,2,0.3,0.0,0.0,1.0,false,4.874948270428271,825317.4809149107,20.2091074615853,1.0382080873909003,7,0.8648171554563485,8.489129169923663,25.14600000000001,5.248433027458936,36.831108964624114,31.24200000000001,0.0,48.30796594112497
"(2, 9, 8, 3, 1, 4, 1, 7, 2, 2)",wing,2.54,10.1,0.8055555555555556,2,0.3,0.0,0.0,1.0,true,4.769690585771554,777031.8741678641,19.034388925960293,1.01398541111944,7,0.8373389635336386,8.25598692655194,25.14600000000001,5.093307254631835,35.74250705004797,31.24200000000001,0.0,48.11345820685902
"(2, 9, 8, 4, 1, 4, 1, 7, 2, 1)",wing,2.54,10.1,0.8333333333333334,2,0.3,0.0,0.0,1.0,false,4.823217812850434,810108.0761399686,20.61623383460215,1.027071183808917,7,0.8513427577490419,8.416443873973526,25.14600000000001,5.2000704375465885,36.49172236874799,31.24200000000001,0.0,48.2185282887636
"(2, 9, 8, 4, 1, 4, 1, 7, 2, 2)",wing,2.54,10.1,0.8333333333333334,2,0.3,0.0,0.0,1.0,true,4.7354172998813615,766533.1824988577,19.518248630377002,1.0067477092331312,7,0.8284967845109376,8.204349783782213,25.14600000000001,5.058949467030189,35.50139976863291,31.24200000000001,0.0,48.055353098233304
"(2, 9, 8, 5, 1, 4, 1, 7, 2, 1)",wing,2.54,10.1,0.8611111111111112,2,0.3,0.0,0.0,1.0,false,4.78162472960245,797187.2405422418,21.054445211468504,1.0183301761252077,7,0.840554898567377,8.354165842850621,25.14600000000001,5.158632525787768,36.2009300055282,31.24200000000001,0.0,48.14834155676879
"(2, 9, 8, 5, 1, 4, 1, 7, 2, 2)",wing,2.54,10.1,0.8611111111111112,2,0.3,0.0,0.0,1.0,true,4.708720802203433,757576.9526648176,20.02126000022897,1.0013604698662575,7,0.8216250342605697,8.160027256821651,25.14600000000001,5.029458602787947,35.29444633535402,31.24200000000001,0.0,48.01210752502135
"(2, 9, 8, 6, 1, 4, 1, 7, 2, 1)",wing,2.54,10.1,0.8888888888888888,2,0.3,0.0,0.0,1.0,false,4.75023920957174,786270.9689823611,21.524512659554993,1.012045484864242,7,0.8324358873736964,8.301174701369545,25.14600000000001,5.123373828537713,35.95350055114185,31.24200000000001,0.0,48.09788330521856
"(2, 9, 8, 6, 1, 4, 1, 7, 2, 2)",wing,2.54,10.1,0.8888888888888888,2,0.3,0.0,0.0,1.0,true,4.6903481126464275,750040.6868671604,20.546935616072105,0.9980307662996922,7,0.8168963149644498,8.12254860547207,25.14600000000001,5.004521445664295,35.11944874150383,31.24200000000001,0.0,47.98538072540958
"(2, 9, 8, 7, 1, 4, 1, 7, 2, 1)",wing,2.54,10.1,0.9166666666666666,2,0.3,0.0,0.0,1.0,false,4.730282091858783,777213.8536306095,22.030904580268313,1.0084779102558181,7,0.8272704369413268,8.256960742505475,25.14600000000001,5.093955202211815,35.74705405060923,31.24200000000001,0.0,48.06924279097841
"(2, 9, 8, 7, 1, 4, 1, 7, 2, 2)",wing,2.54,10.1,0.9166666666666666,2,0.3,0.0,0.0,1.0,true,4.6819318947716,743886.5856451893,21.101261353482478,0.9970995284892603,7,0.8147121813264036,8.091836976485098,25.14600000000001,4.9840868598402785,34.97604813923003,31.24200000000001,0.0,47.977906107113476
"(2, 9, 8, 8, 1, 4, 1, 7, 2, 1)",wing,2.54,10.1,0.9444444444444444,2,0.3,0.0,0.0,1.0,false,4.723604580759075,769954.4428578872,22.580526496583854,1.007999473878666,7,0.8255114193080678,8.221383075133541,25.14600000000001,5.070282902131656,35.58093264653794,31.24200000000001,0.0,48.06540164603067
"(2, 9, 8, 8, 1, 4, 1, 7, 2, 2)",wing,2.54,10.1,0.9444444444444444,2,0.3,0.0,0.0,1.0,true,4.68558778543831,739129.8108274995,21.692024326875035,0.9989897152600017,7,0.8156027877905957,8.068060601301664,25.14600000000001,4.9682667814108346,34.865030044988316,31.24200000000001,0.0,47.993077260127386
"(2, 9, 8, 9, 1, 4, 1, 7, 2, 1)",wing,2.54,10.1,0.9722222222222222,2,0.3,0.0,0.0,1.0,false,4.731991425822528,764458.741719208,23.18090073096165,1.0109717553587287,7,0.8276064711501541,8.194402769493692,25.14600000000001,5.052331025616425,35.4549545657293,31.24200000000001,0.0,48.089262517181346
"(2, 9, 8, 9, 1, 4, 1, 7, 2, 2)",wing,2.54,10.1,0.9722222222222222,2,0.3,0.0,0.0,1.0,true,4.703339504448604,735805.2335125812,22.327794099276666,1.0041450165011034,7,0.820086349672965,8.051468990438513,25.14600000000001,4.957227227101113,34.78755948842886,31.24200000000001,0.0,48.03445898005486
"(2, 9, 8, 10, 1, 4, 1, 7, 2, 1)",wing,2.54,10.1,1.0,2,0.3,0.0,0.0,1.0,false,4.756101861078885,760643.064209552,23.836878518815233,1.017535447178612,7,0.8337333341454904,8.175701795697819,25.14600000000001,5.039887965230845,35.36763484372523,31.24200000000001,0.0,48.14196008569035
"(2, 9, 8, 10, 1, 4, 1, 7, 2, 2)",wing,2.54,10.1,1.0,2,0.3,0.0,0.0,1.0,true,4.735942794480691,733875.1853234568,23.01385220294133,1.0127176245706007,7,0.8283751217346965,8.041924179725187,25.14600000000001,4.950876399739327,34.74299227887247,31.24200000000001,0.0,48.10327887112664
"(2, 9, 8, 11, 1, 4, 1, 7, 2, 1)",wing,2.54,10.1,1.0277777777777777,2,0.3,0.0,0.0,1.0,false,4.79626486720111,758427.7816800897,24.55292469226147,1.0277824133938205,7,0.8440056180165602,8.164948860539146,25.14600000000001,5.032733288529938,35.31742658617501,31.24200000000001,0.0,48.224238725344826
"(2, 9, 8, 11, 1, 4, 1, 7, 2, 2)",wing,2.54,10.1,1.0277777777777777,2,0.3,0.0,0.0,1.0,true,4.7838269408956355,733303.843714427,23.755297811475746,1.0248378574168924,7,0.840617080019427,8.039274704860285,25.14600000000001,4.949113519576299,34.73062119000912,31.24200000000001,0.0,48.20059384434877
"(2, 9, 8, 12, 1, 4, 1, 7, 2, 1)",wing,2.54,10.1,1.0555555555555556,2,0.3,0.0,0.0,1.0,false,4.854074685601273,757836.052051744,25.33812708583648,1.0420662416543809,7,0.8588856647665599,8.162298294926428,25.14600000000001,5.030969682616417,35.30505040432574,31.24200000000001,0.0,48.33895221454013
"(2, 9, 9, 1, 1, 4, 1, 7, 2, 1)",wing,2.54,10.666666666666666,0.75,2,0.3,0.0,0.0,1.0,false,5.0827967427290845,906725.0376405733,19.77910191034321,1.0858386697818203,7,0.9198282693631622,9.096088537270974,25.14600000000001,5.652285369156952,39.66516048531195,31.24200000000001,0.0,48.690626744423874
"(2, 9, 9, 1, 1, 4, 1, 7, 2, 2)",wing,2.54,10.666666666666666,0.75,2,0.3,0.0,0.0,1.0,true,4.880913824044718,829754.40679754,18.040595008265186,1.0402127218730834,7,0.8663968372996247,8.729097703088948,25.14600000000001,5.408100806335448,37.9515846058628,31.24200000000001,0.0,48.324066208452344
"(2, 9, 9, 2, 1, 4, 1, 7, 2, 1)",wing,2.54,10.666666666666666,0.7777777777777778,2,0.3,0.0,0.0,1.0,false,4.9862172206568225,879218.0135798152,19.994581629382907,1.064619846961879,7,0.8942082784963628,8.966804741076972,25.14600000000001,5.56626385495783,39.06150073654618,31.24200000000001,0.0,48.52012664871972
"(2, 9, 9, 2, 1, 4, 1, 7, 2, 2)",wing,2.54,10.666666666666666,0.7777777777777778,2,0.3,0.0,0.0,1.0,true,4.8194951085149675,811987.3998034708,18.427831768412304,1.0267608894084987,7,0.8503992555619374,8.642021825166383,25.14600000000001,5.350163159935609,37.545004631127085,31.24200000000001,0.0,48.21603660118267
"(2, 9, 9, 3, 1, 4, 1, 7, 2, 1)",wing,2.54,10.666666666666666,0.8055555555555556,2,0.3,0.0,0.0,1.0,false,4.907422325605906,856506.2430042562,20.275166756889817,1.0473838136425553,7,0.873484003099086,8.858523084719641,25.14600000000001,5.494216527187,38.55590545394386,31.24200000000001,0.0,48.381663909371575
"(2, 9, 9, 3, 1, 4, 1, 7, 2, 2)",wing,2.54,10.666666666666666,0.8055555555555556,2,0.3,0.0,0.0,1.0,true,4.76858132387018,797010.0602554838,18.84310158826504,1.0157124946308531,7,0.8372117478667632,8.567869491940192,25.14600000000001,5.300824447944641,37.19876805575187,31.24200000000001,0.0,48.127324361883
"(2, 9, 9, 4, 1, 4, 1, 7, 2, 1)",wing,2.54,10.666666666666666,0.8333333333333334,2,0.3,0.0,0.0,1.0,false,4.842819290892227,837494.4569091919,20.605614589805327,1.0333788231683292,7,0.8566110538187495,8.766772244552737,25.14600000000001,5.4331683027957896,38.12749686172484,31.24200000000001,0.0,48.26918160796338
"(2, 9, 9, 4, 1, 4, 1, 7, 2, 2)",wing,2.54,10.666666666666666,0.8333333333333334,2,0.3,0.0,0.0,1.0,true,4.726696354473004,784281.5360030554,19.28214677602096,1.0067790224659197,7,0.8264114804214865,8.504300020309346,25.14600000000001,5.258527250867307,36.90194562012146,31.24200000000001,0.0,48.05560444606173
"(2, 9, 9, 5, 1, 4, 1, 7, 2, 1)",wing,2.54,10.666666666666666,0.8611111111111112,2,0.3,0.0,0.0,1.0,false,4.790814391862499,821492.2097198481,20.97901478630658,1.0223061773433246,7,0.8431031669282884,8.688743988109115,25.14600000000001,5.381250669130968,37.76316259039276,31.24200000000001,0.0,48.18026610586954
"(2, 9, 9, 5, 1, 4, 1, 7, 2, 2)",wing,2.54,10.666666666666666,0.8611111111111112,2,0.3,0.0,0.0,1.0,true,4.693696876408868,773478.2939284063,19.74508503265963,0.9999777129456552,7,0.817929431037726,8.449948883519584,25.14600000000001,5.222363654014976,36.64816599308755,31.24200000000001,0.0,48.00100862705214
"(2, 9, 9, 6, 1, 4, 1, 7, 2, 1)",wing,2.54,10.666666666666666,0.8888888888888888,2,0.3,0.0,0.0,1.0,false,4.7508300997342054,808039.4868805761,21.39289368431556,1.0140842956478688,7,0.8327574824097755,8.622577926166596,25.14600000000001,5.337225779667269,37.454215997665045,31.24200000000001,0.0,48.11425214173756
"(2, 9, 9, 6, 1, 4, 1, 7, 2, 2)",wing,2.54,10.666666666666666,0.8888888888888888,2,0.3,0.0,0.0,1.0,true,4.67001249091777,764393.0795944633,20.234144829104174,0.9954452812689997,7,0.811849397996845,8.403967634065799,25.14600000000001,5.191769126168294,36.43346755205821,31.24200000000001,0.0,47.9646284891519
"(2, 9, 9, 7, 1, 4, 1, 7, 2, 1)",wing,2.54,10.666666666666666,0.9166666666666666,2,0.3,0.0,0.0,1.0,false,4.7236695042094645,796872.424060574,21.84959078552823,1.008884374760401,7,0.825738348797332,8.567267609201542,25.14600000000001,5.300423973437604,37.19595770833406,31.24200000000001,0.0,48.072505513790794
"(2, 9, 9, 7, 1, 4, 1, 7, 2, 2)",wing,2.54,10.666666666666666,0.9166666666666666,2,0.3,0.0,0.0,1.0,true,4.657081479108325,756931.6339543713,20.75450716947819,0.9934868416658281,7,0.8085168194512891,8.366034242152836,25.14600000000001,5.166529398475233,36.25634665596655,31.24200000000001,0.0,47.9489095961218
"(2, 9, 9, 8, 1, 4, 1, 7, 2, 1)",wing,2.54,10.666666666666666,0.9444444444444444,2,0.3,0.0,0.0,1.0,false,4.710900365856505,787845.7255067748,22.354500344478627,1.0070161280108836,7,0.8224157756442811,8.522323059035179,25.14600000000001,5.270519233832747,36.986099886545595,31.24200000000001,0.0,48.057507617193515
"(2, 9, 9, 8, 1, 4, 1, 7, 2, 2)",wing,2.54,10.666666666666666,0.9444444444444444,2,0.3,0.0,0.0,1.0,true,4.656882286367924,751067.2478615275,21.313307698920728,0.9944959076439457,7,0.8084208517908967,8.336139323038656,25.14600000000001,5.14663822661327,36.1167594850054,31.24200000000001,0.0,47.95700818541987
"(2, 9, 9, 9, 1, 4, 1, 7, 2, 1)",wing,2.54,10.666666666666666,0.9722222222222222,2,0.3,0.0,0.0,1.0,false,4.714101341776629,780862.7325348821,22.913986130409327,1.008794384143793,7,0.8231759826472812,8.487443849640828,25.14600000000001,5.247311666492535,36.8232397648599,31.24200000000001,0.0,48.07178262562386
"(2, 9, 9, 9, 1, 4, 1, 7, 2, 2)",wing,2.54,10.666666666666666,0.9722222222222222,2,0.3,0.0,0.0,1.0,true,4.671327949064318,746801.7294307584,21.91852214215662,0.9988879607072143,7,0.8120458418099447,8.314393300570613,25.14600000000001,5.132169083259047,36.01522163690559,31.24200000000001,0.0,47.99226084016865
"(2, 9, 9, 10, 1, 4, 1, 7, 2, 1)",wing,2.54,10.666666666666666,1.0,2,0.3,0.0,0.0,1.0,false,4.733796187472245,775792.8967568581,23.53211901842397,1.0143364643983444,7,0.8281553245624963,8.462110662130643,25.14600000000001,5.2304557323904275,36.704952508003004,31.24200000000001,0.0,48.11627568003154
"(2, 9, 9, 10, 1, 4, 1, 7, 2, 2)",wing,2.54,10.666666666666666,1.0,2,0.3,0.0,0.0,1.0,true,4.701086599120184,744069.1505973912,22.574926612764067,1.0067907513708187,7,0.8195778656626078,8.300530036246714,25.14600000000001,5.122944887930693,35.9504904416189,31.24200000000001,0.0,48.05569802612023
"(2, 9, 9, 11, 1, 4, 1, 7, 2, 1)",wing,2.54,10.666666666666666,1.0277777777777777,2,0.3,0.0,0.0,1.0,false,4.770165703435844,772510.1132309798,24.21230862518898,1.0236752519906251,7,0.8374246825715324,8.445781662650026,25.14600000000001,5.219590911724336,36.62870815245149,31.24200000000001,0.0,48.191258738077686
"(2, 9, 9, 11, 1, 4, 1, 7, 2, 2)",wing,2.54,10.666666666666666,1.0277777777777777,2,0.3,0.0,0.0,1.0,true,4.7465339723449755,742814.7868251249,23.287358826412536,1.0183310800175267,7,0.831148493053105,8.29431241269875,25.14600000000001,5.118807869927963,35.92145873633658,31.24200000000001,0.0,48.148347874414924
"(2, 9, 9, 12, 1, 4, 1, 7, 2, 1)",wing,2.54,10.666666666666666,1.0555555555555556,2,0.3,0.0,0.0,1.0,false,4.824751200216685,771019.0860476373,24.96348581303093,1.0371827283242876,7,0.8514285154635846,8.438542377513864,25.14600000000001,5.214774111108446,36.59490604286629,31.24200000000001,0.0,48.2997304734482
"(2, 9, 10, 1, 1, 4, 1, 7, 2, 1)",wing,2.54,11.333333333333334,0.75,2,0.3,0.0,0.0,1.0,false,5.2252039982316525,971680.5643363546,20.501425844717296,1.1194605963038582,7,0.9582440699178187,9.664573475252354,25.14600000000001,6.0305379932612935,42.319564864991534,31.24200000000001,0.0,48.960879486556856
"(2, 9, 10, 1, 1, 4, 1, 7, 2, 2)",wing,2.54,11.333333333333334,0.75,2,0.3,0.0,0.0,1.0,true,4.940308081419923,868291.3442831563,18.147564591410614,1.0553831103861933,7,0.8821320768565103,9.170812244734964,25.14600000000001,5.7020042562244315,40.014064955960926,31.24200000000001,0.0,48.44592094390645
"(2, 9, 10, 2, 1, 4, 1, 7, 2, 1)",wing,2.54,11.333333333333334,0.7777777777777778,2,0.3,0.0,0.0,1.0,false,5.092193942109272,933531.8204681699,20.50441021394788,1.090176572661185,7,0.9225293357169742,9.485600892022427,25.14600000000001,5.911455068232821,41.48389521566892,31.24200000000001,0.0,48.72548864623007
"(2, 9, 10, 2, 1, 4, 1, 7, 2, 2)",wing,2.54,11.333333333333334,0.7777777777777778,2,0.3,0.0,0.0,1.0,true,4.860187534740335,845110.1287784795,18.44099665501932,1.0377990250300646,7,0.8611562595322803,9.056163395290309,25.14600000000001,5.625720391418843,39.47873958890417,31.24200000000001,0.0,48.304680729170094
"(2, 9, 10, 3, 1, 4, 1, 7, 2, 1)",wing,2.54,11.333333333333334,0.8055555555555556,2,0.3,0.0,0.0,1.0,false,4.9863542840251585,902849.3682856222,20.625742309637058,1.0669382579476407,7,0.8944336005357517,9.338985288216824,25.14600000000001,5.813901495272672,40.7993087387556,31.24200000000001,0.0,48.538753629192
"(2, 9, 10, 3, 1, 4, 1, 7, 2, 2)",wing,2.54,11.333333333333334,0.8055555555555556,2,0.3,0.0,0.0,1.0,true,4.794747209394896,825893.1028999272,18.780152726768968,1.023530722612123,7,0.8441472588777933,8.9599183347835,25.14600000000001,5.561681849213924,39.029346310273155,31.24200000000001,0.0,48.19009877808914
"(2, 9, 10, 4, 1, 4, 1, 7, 2, 1)",wing,2.54,11.333333333333334,0.8333333333333334,2,0.3,0.0,0.0,1.0,false,4.900995816010036,877679.1621433881,20.831721931917436,1.0483101107962924,7,0.8719840233615188,9.216840782528793,25.14600000000001,5.732630248297368,40.228984198578026,31.24200000000001,0.0,48.389104357704
"(2, 9, 10, 4, 1, 4, 1, 7, 2, 2)",wing,2.54,11.333333333333334,0.8333333333333334,2,0.3,0.0,0.0,1.0,true,4.741295890370924,809770.3488972898,19.155395049073938,1.0120226898447091,7,0.8303355322067156,8.878302294020788,25.14600000000001,5.507377012753132,38.64825973861847,31.24200000000001,0.0,48.09770061528237
"(2, 9, 10, 5, 1, 4, 1, 7, 2, 1)",wing,2.54,11.333333333333334,0.8611111111111112,2,0.3,0.0,0.0,1.0,false,4.832609287297815,856801.6691734414,21.104430429313386,1.0335714399854503,7,0.8541307526665827,9.1142028291093,25.14600000000001,5.664338069173891,39.749740836308014,31.24200000000001,0.0,48.270728201056265
"(2, 9, 10, 5, 1, 4, 1, 7, 2, 2)",wing,2.54,11.333333333333334,0.8611111111111112,2,0.3,0.0,0.0,1.0,true,4.69888172112759,796201.0225915826,19.563336858822026,1.0031150584280333,7,0.8194240907989004,8.808989898346889,25.14600000000001,5.461258648316413,38.32462209344852,31.24200000000001,0.0,48.026192149466205
"(2, 9, 10, 6, 1, 4, 1, 7, 2, 1)",wing,2.54,11.333333333333334,0.8888888888888888,2,0.3,0.0,0.0,1.0,false,4.779381360691284,839414.1577223571,21.434447562253595,1.0223704211295046,7,0.8403116597451397,9.027786029490263,25.14600000000001,5.606838953474066,39.34623826999345,31.24200000000001,0.0,48.18078198005137
"(2, 9, 10, 6, 1, 4, 1, 7, 2, 2)",wing,2.54,11.333333333333334,0.8888888888888888,2,0.3,0.0,0.0,1.0,true,4.667384574031903,784828.8112505449,20.00381613541164,0.9968238293915728,7,0.8113423702667492,8.750466382188113,25.14600000000001,5.422318876864465,38.05136053939976,31.24200000000001,0.0,47.97569358853661
"(2, 9, 10, 7, 1, 4, 1, 7, 2, 1)",wing,2.54,11.333333333333334,0.9166666666666666,2,0.3,0.0,0.0,1.0,false,4.7413281999625685,825027.8343642306,21.819695355621445,1.0147087332941171,7,0.8304632374231802,8.955641698688087,25.14600000000001,5.5588363053527745,39.00937758142298,31.24200000000001,0.0,48.119265583310046
"(2, 9, 10, 7, 1, 4, 1, 7, 2, 2)",wing,2.54,11.333333333333334,0.9166666666666666,2,0.3,0.0,0.0,1.0,true,4.647889591232059,775458.0065900704,20.48041208804221,0.9933767302479959,7,0.8063355663530601,8.70195914816451,25.14600000000001,5.39004363554915,37.82486761788877,31.24200000000001,0.0,47.94802606442885
"(2, 9, 10, 8, 1, 4, 1, 7, 2, 1)",wing,2.54,11.333333333333334,0.9444444444444444,2,0.3,0.0,0.0,1.0,false,4.719495512715664,813342.9393314611,22.26258982592747,1.0107834260065431,7,0.8248034884404707,8.896630730023178,25.14600000000001,5.519572197797523,38.733839984544026,31.24200000000001,0.0,48.087751676174044
"(2, 9, 10, 8, 1, 4, 1, 7, 2, 2)",wing,2.54,11.333333333333334,0.9444444444444444,2,0.3,0.0,0.0,1.0,true,4.642144249411396,767991.4383841145,20.99917392313126,0.9931213949678602,7,0.8048254485727834,8.663151122092772,25.14600000000001,5.364221952832156,37.643662826892324,31.24200000000001,0.0,47.94597654289891
"(2, 9, 10, 9, 1, 4, 1, 7, 2, 1)",wing,2.54,11.333333333333334,0.9722222222222222,2,0.3,0.0,0.0,1.0,false,4.715089658643921,804149.8118484797,22.767296091561313,1.0108241530794129,7,0.8236094609426571,8.84997341017936,25.14600000000001,5.4885278332321805,38.515984794611796,31.24200000000001,0.0,48.08807827334733
"(2, 9, 10, 9, 1, 4, 1, 7, 2, 2)",wing,2.54,11.333333333333334,0.9722222222222222,2,0.3,0.0,0.0,1.0,true,4.651882709231078,762376.3017768861,21.567150267566515,0.9964303129506564,7,0.8072436864811103,8.633914099275879,25.14600000000001,5.344768525199126,37.50714754525703,31.24200000000001,0.0,47.97253410735135
"(2, 9, 10, 10, 1, 4, 1, 7, 2, 1)",wing,2.54,11.333333333333334,1.0,2,0.3,0.0,0.0,1.0,false,4.728370492795087,797230.7225931943,23.336192262393464,1.0148826296328304,7,0.8269392317932206,8.814769314369414,25.14600000000001,5.465104096331399,38.35160769355368,31.24200000000001,0.0,48.120660821689036
"(2, 9, 10, 10, 1, 4, 1, 7, 2, 2)",wing,2.54,11.333333333333334,1.0,2,0.3,0.0,0.0,1.0,true,4.677631528971392,758500.9264882451,22.18831836605751,1.0033921731359254,7,0.8137347491380555,8.613770502933352,25.14600000000001,5.331365587554877,37.41309184249037,31.24200000000001,0.0,48.0284156853561
"(2, 9, 10, 11, 1, 4, 1, 7, 2, 1)",wing,2.54,11.333333333333334,1.0277777777777777,2,0.3,0.0,0.0,1.0,false,4.759307951117268,792389.7251862424,23.971259768141095,1.0229300169993878,7,0.8348019296516554,8.790161676102246,25.14600000000001,5.448730920675036,38.23670821526341,31.24200000000001,0.0,48.185274835534855
"(2, 9, 10, 11, 1, 4, 1, 7, 2, 2)",wing,2.54,11.333333333333334,1.0277777777777777,2,0.3,0.0,0.0,1.0,true,4.719685959097289,756281.3476819359,22.86715259242971,1.0141309142094375,7,0.8244058484510673,8.602349490398034,25.14600000000001,5.323766392443828,37.35976415750055,31.24200000000001,0.0,48.11462589392885
"(2, 9, 10, 12, 1, 4, 1, 7, 2, 1)",wing,2.54,11.333333333333334,1.0555555555555556,2,0.3,0.0,0.0,1.0,false,4.809339088822204,789596.7786394183,24.681014346419175,1.0353512603225354,7,0.8476096612336681,8.77609710867483,25.14600000000001,5.43937278437119,38.1710370833066,31.24200000000001,0.0,48.28502167019749
