index,fcs_loc,radius,AR,tdivc_scale,N_eng,HTR_f,Vspec,fcs_fuselage_location,CDS,WMTO,Vol_wing,PFEI,seats_abreast,Vol_nacelle,y_centroid_wing,L_fuse,y_centroid_nacelles,span
"(2, 1, 11, 1, 1, 1, 1, 1)",wing,2.54,12.31578947368421,0.75,2,0.3,500000.0,0.0,5.63069617686654,1.1217249645725093e6,23.01713956446934,1.2120608471145702,7,1.0701701352947497,10.750028247881104,25.14600000000001,6.752766655204938,47.38783617687676
"(2, 1, 11, 2, 1, 1, 1, 1)",wing,2.54,12.31578947368421,0.7763157894736842,2,0.3,500000.0,0.0,5.399986970264759,1.0550448696549642e6,22.315011502986266,1.1610903632567813,7,1.0061367796850587,10.444837729944604,25.14600000000001,6.549702147161584,45.962822085344456
"(2, 1, 11, 3, 1, 1, 1, 1)",wing,2.54,12.31578947368421,0.8026315789473685,2,0.3,500000.0,0.0,5.2263713145673,1.0044196656512781e6,21.94818200407695,1.1227753713252389,7,0.9588251611361992,10.206644280638605,25.14600000000001,6.391215455210901,44.85063477340984
"(2, 1, 11, 4, 1, 1, 1, 1)",wing,2.54,12.31578947368421,0.8289473684210527,2,0.3,500000.0,0.0,5.091232949896537,964553.0656891828,21.792556051771896,1.0930434326715686,7,0.9225264076055933,10.01482108255777,25.14600000000001,6.263582121079295,43.954962253188036
"(2, 1, 11, 5, 1, 1, 1, 1)",wing,2.54,12.31578947368421,0.8552631578947368,2,0.3,500000.0,0.0,4.9859690915836055,932813.0905799995,21.797001480292206,1.070021463485562,7,0.8945730751834162,9.85926001877906,25.14600000000001,6.160076510549493,43.22860709157539
"(2, 1, 11, 6, 1, 1, 1, 1)",wing,2.54,12.31578947368421,0.881578947368421,2,0.3,500000.0,0.0,4.902880758409609,906814.5148265972,21.907718229861082,1.0520521182794351,7,0.8727051029294274,9.729876141996376,25.14600000000001,6.073988405764127,42.62448004045002
"(2, 1, 11, 7, 1, 1, 1, 1)",wing,2.54,12.31578947368421,0.9078947368421053,2,0.3,500000.0,0.0,4.839034278122807,885348.8697896476,22.103696928427404,1.0385036973446655,7,0.8560130410843493,9.62167790207909,25.14600000000001,6.001996580760796,42.119274250952955
"(2, 1, 11, 8, 1, 1, 1, 1)",wing,2.54,12.31578947368421,0.9342105263157895,2,0.3,500000.0,0.0,4.793736300097266,867701.6639581777,22.376812203398135,1.0292049936868797,7,0.8442168284073266,9.531784622971355,25.14600000000001,5.942184321121018,41.6995390955861
"(2, 1, 11, 9, 1, 1, 1, 1)",wing,2.54,12.31578947368421,0.9605263157894737,2,0.3,500000.0,0.0,4.767085406916021,853383.8572255214,22.72405230186818,1.0241508813975206,7,0.8372712288278046,9.45823597838854,25.14600000000001,5.893247285231285,41.356121299868676
"(2, 1, 11, 10, 1, 1, 1, 1)",wing,2.54,12.31578947368421,0.9868421052631579,2,0.3,500000.0,0.0,4.758953600757735,841995.1624591786,23.143335074745817,1.023273322941436,7,0.8351006143143497,9.399366494272954,25.14600000000001,5.854077317201071,41.08124433123559
"(2, 1, 11, 11, 1, 1, 1, 1)",wing,2.54,12.31578947368421,1.013157894736842,2,0.3,500000.0,0.0,4.768834504068017,833195.7609184714,23.63292818146315,1.0264555416257555,7,0.8375603046371399,9.353699652647043,25.14600000000001,5.823691986780719,40.868013942320836
"(2, 1, 11, 12, 1, 1, 1, 1)",wing,2.54,12.31578947368421,1.0394736842105263,2,0.3,500000.0,0.0,4.796514535944696,826729.6501212792,24.192903249534186,1.033630254246227,7,0.8446070971782584,9.320101870301476,25.14600000000001,5.8013370421072095,40.711137137594456
"(2, 1, 11, 13, 1, 1, 1, 1)",wing,2.54,12.31578947368421,1.0657894736842106,2,0.3,500000.0,0.0,4.844661261456437,822645.322331529,24.835691050198996,1.0454951861460475,7,0.8569681380803232,9.298978806570378,25.14600000000001,5.787282396589628,40.61250804624301
"(2, 1, 11, 14, 1, 1, 1, 1)",wing,2.54,12.31578947368421,1.0921052631578947,2,0.3,500000.0,0.0,4.918774495010439,821226.5006851237,25.584994654255368,1.0633299692525382,7,0.876151786287524,9.291932935177039,25.14600000000001,5.782594287608069,40.579609035846104
"(2, 1, 12, 2, 1, 1, 1, 1)",wing,2.54,12.947368421052632,0.7763157894736842,2,0.3,500000.0,0.0,5.750906505098317,1.1772642501033212e6,24.76744946666231,1.240622043154712,7,1.104233038891866,11.260749686749163,25.14600000000001,7.09258520013271,49.77252772022955
"(2, 1, 12, 3, 1, 1, 1, 1)",wing,2.54,12.947368421052632,0.8026315789473685,2,0.3,500000.0,0.0,5.486498900985115,1.099805236032123e6,23.71686784632214,1.1821036651703423,7,1.0301589280112995,10.90528996476735,25.14600000000001,6.85607308939773,48.11279360980864
"(2, 1, 12, 4, 1, 1, 1, 1)",wing,2.54,12.947368421052632,0.8289473684210527,2,0.3,500000.0,0.0,5.2914160796969005,1.0420816341400024e6,23.123858794620595,1.1389967594370027,7,0.9766152283902427,10.632198317790724,25.14600000000001,6.6743661958841,46.837657514976144
"(2, 1, 12, 5, 1, 1, 1, 1)",wing,2.54,12.947368421052632,0.8552631578947368,2,0.3,500000.0,0.0,5.142351057715381,997255.404788768,22.81184928978695,1.106192773214569,7,0.9363452609518457,10.414883343964085,25.14600000000001,6.52977140785159,45.82295724808134
"(2, 1, 12, 6, 1, 1, 1, 1)",wing,2.54,12.947368421052632,0.881578947368421,2,0.3,500000.0,0.0,5.026752342706816,961512.8443410876,22.689728027685923,1.0809367171057631,7,0.9055011764617916,10.23810655313578,25.14600000000001,6.412149496444431,44.99754032592583
"(2, 1, 12, 7, 1, 1, 1, 1)",wing,2.54,12.947368421052632,0.9078947368421053,2,0.3,500000.0,0.0,4.9382348654705766,932641.4601162929,22.710346681604424,1.0618430013641091,7,0.8821056639444784,10.092935656356344,25.14600000000001,6.315557187692354,44.319699562753364
"(2, 1, 12, 8, 1, 1, 1, 1)",wing,2.54,12.947368421052632,0.9342105263157895,2,0.3,500000.0,0.0,4.87483998980093,909539.8246677094,22.85894628200316,1.0484558930682513,7,0.8654572403118999,9.97519789945535,25.14600000000001,6.237218057614261,43.769951281503594
"(2, 1, 12, 9, 1, 1, 1, 1)",wing,2.54,12.947368421052632,0.9605263157894737,2,0.3,500000.0,0.0,4.833633452632568,890852.4101105926,23.105829968076442,1.0401095420021222,7,0.8546637644610134,9.878920573043942,25.14600000000001,6.173158046655697,43.320407344952265
"(2, 1, 12, 10, 1, 1, 1, 1)",wing,2.54,12.947368421052632,0.9868421052631579,2,0.3,500000.0,0.0,4.813656957487466,875919.6793994743,23.442701723979848,1.0365472857576448,7,0.849401131172191,9.801336238690615,25.14600000000001,6.1215357852766346,42.958145861590424
"(2, 1, 12, 11, 1, 1, 1, 1)",wing,2.54,12.947368421052632,1.013157894736842,2,0.3,500000.0,0.0,4.813815383194309,864212.193030783,23.863301607037172,1.0375012019421617,7,0.8493493718407442,9.740138478199857,25.14600000000001,6.080816652810022,42.6723975635791
"(2, 1, 12, 12, 1, 1, 1, 1)",wing,2.54,12.947368421052632,1.0394736842105263,2,0.3,500000.0,0.0,4.833474440058708,855338.5689300264,24.36454130797167,1.0427990709905761,7,0.8543416677204356,9.693590529569414,25.14600000000001,6.049845060530622,42.45505305635525
"(2, 1, 12, 13, 1, 1, 1, 1)",wing,2.54,12.947368421052632,1.0657894736842106,2,0.3,500000.0,0.0,4.87503049845829,849271.7803663067,24.957346717501387,1.0531091214404655,7,0.8650276623656314,9.661785369462008,25.14600000000001,6.028682872287951,42.30654647219615
"(2, 1, 12, 14, 1, 1, 1, 1)",wing,2.54,12.947368421052632,1.0921052631578947,2,0.3,500000.0,0.0,4.943711636142452,846236.287304752,25.663994825150816,1.0696497228050172,7,0.8828419657398777,9.646090272212207,25.14600000000001,6.01823983092719,42.23326197141888
"(2, 1, 13, 4, 1, 1, 1, 1)",wing,2.54,13.578947368421053,0.8289473684210527,2,0.3,500000.0,0.0,5.598976779672018,1.1511725701834725e6,25.399220658791503,1.2087630078626521,7,1.0616153578531686,11.396482556229634,25.14600000000001,7.18289773196602,50.40629987344576
"(2, 1, 13, 5, 1, 1, 1, 1)",wing,2.54,13.578947368421053,0.8552631578947368,2,0.3,500000.0,0.0,5.377984563402399,1.0847422089075483e6,24.516027070877016,1.15991289447678,7,1.0003990593177279,11.081436152081828,25.14600000000001,6.97327541636573,48.93526607975951
"(2, 1, 13, 6, 1, 1, 1, 1)",wing,2.54,13.578947368421053,0.881578947368421,2,0.3,500000.0,0.0,5.212948925355608,1.0340729868936844e6,24.012511080012864,1.1236162998873844,7,0.9554742723405195,10.834629794168313,25.14600000000001,6.809057956431056,47.782862852147765
"(2, 1, 13, 7, 1, 1, 1, 1)",wing,2.54,13.578947368421053,0.9078947368421053,2,0.3,500000.0,0.0,5.088349328240936,994284.1802265197,23.76034788805449,1.0964357734346049,7,0.9220046607373497,10.636592369903918,25.14600000000001,6.6772898647998815,46.85817448982373
"(2, 1, 13, 8, 1, 1, 1, 1)",wing,2.54,13.578947368421053,0.9342105263157895,2,0.3,500000.0,0.0,4.996478765439844,962599.5564683139,23.69344278591778,1.0766604160078148,7,0.8975646951655439,10.476091705242856,25.14600000000001,6.570497593760812,46.108755043935524
"(2, 1, 13, 9, 1, 1, 1, 1)",wing,2.54,13.578947368421053,0.9605263157894737,2,0.3,500000.0,0.0,4.933249773073183,937284.4517291655,23.774973539942224,1.0633661335311069,7,0.8808441287946946,10.34601409771473,25.14600000000001,6.483947901592292,45.501388783103806
"(2, 1, 13, 10, 1, 1, 1, 1)",wing,2.54,13.578947368421053,0.9868421052631579,2,0.3,500000.0,0.0,4.895985122135619,917153.5832102959,23.982484226959098,1.055907965759981,7,0.870997570089515,10.24139698087883,25.14600000000001,6.4143388471995335,45.012904190873925
"(2, 1, 13, 11, 1, 1, 1, 1)",wing,2.54,13.578947368421053,1.013157894736842,2,0.3,500000.0,0.0,4.883308398055055,901561.1072545641,24.310051194665316,1.0539278785488873,7,0.8675868647589107,10.159672648928607,25.14600000000001,6.359961957069229,44.63131197943319
"(2, 1, 13, 12, 1, 1, 1, 1)",wing,2.54,13.578947368421053,1.0394736842105263,2,0.3,500000.0,0.0,4.892605560730999,889532.6285884985,24.73519097457287,1.0568490219083304,7,0.8699010488357966,10.096258769177856,25.14600000000001,6.317768286106666,44.3352160428538
"(2, 1, 13, 13, 1, 1, 1, 1)",wing,2.54,13.578947368421053,1.0657894736842106,2,0.3,500000.0,0.0,4.925680754395098,880876.4314629466,25.26437405881112,1.0651444114130235,7,0.878423353487083,10.05051148561381,25.14600000000001,6.287329432062108,44.121610049558655
"(2, 1, 13, 14, 1, 1, 1, 1)",wing,2.54,13.578947368421053,1.0921052631578947,2,0.3,500000.0,0.0,4.987518925759312,875758.2538671658,25.919073070370473,1.0800699340059732,7,0.8945202480871045,10.023593673723722,25.14600000000001,6.26941913699127,43.995923768359795
"(2, 1, 13, 15, 1, 1, 1, 1)",wing,2.54,13.578947368421053,1.118421052631579,2,0.3,500000.0,0.0,5.08369365619022,874418.2279065591,26.725330346032308,1.1029768948483711,7,0.9198026337816158,10.016967721745544,25.14600000000001,6.265010429643923,43.96498547118543
"(2, 1, 14, 5, 1, 1, 1, 1)",wing,2.54,14.210526315789474,0.8552631578947368,2,0.3,500000.0,0.0,5.744579061880207,1.2113859346820512e6,27.46007868454423,1.242650773433946,7,1.1027489201635354,11.928973681972353,25.14600000000001,7.537201165825962,52.8926397601822
"(2, 1, 14, 6, 1, 1, 1, 1)",wing,2.54,14.210526315789474,0.881578947368421,2,0.3,500000.0,0.0,5.490205970974987,1.1337056565636354e6,26.1836087232956,1.1863775926680893,7,1.0314610227779815,11.560954247296294,25.14600000000001,7.292332203453953,51.174261076869854
"(2, 1, 14, 7, 1, 1, 1, 1)",wing,2.54,14.210526315789474,0.9078947368421053,2,0.3,500000.0,0.0,5.306472404793053,1.075957739349608e6,25.437948189734556,1.1459673698198969,7,0.9809566099189589,11.279174406666021,25.14600000000001,7.104844449571555,49.85855754085302
"(2, 1, 14, 8, 1, 1, 1, 1)",wing,2.54,14.210526315789474,0.9342105263157895,2,0.3,500000.0,0.0,5.172692784662214,1.0315217617986181e6,25.031170114195838,1.1167982631570834,7,0.9447012047877621,11.05722194775741,25.14600000000001,6.9571640197140745,48.82220364711632
"(2, 1, 14, 9, 1, 1, 1, 1)",wing,2.54,14.210526315789474,0.9605263157894737,2,0.3,500000.0,0.0,5.078391024496163,996755.8998874478,24.866452395978634,1.096521206856983,7,0.9193925834075785,10.880287882772024,25.14600000000001,6.839437462856093,47.996052370919955
"(2, 1, 14, 10, 1, 1, 1, 1)",wing,2.54,14.210526315789474,0.9868421052631579,2,0.3,500000.0,0.0,5.017319167401007,969387.6497075509,24.88819693168695,1.083709320289676,7,0.9030861125073323,10.738907081593974,25.14600000000001,6.7453669686870406,47.335908552189764
"(2, 1, 14, 11, 1, 1, 1, 1)",wing,2.54,14.210526315789474,1.013157894736842,2,0.3,500000.0,0.0,4.98508045199457,947858.3134430087,25.06078235120169,1.0773199461000598,7,0.8944608025249918,10.626382472696038,25.14600000000001,6.6704965090701265,46.81050181803598
"(2, 1, 14, 12, 1, 1, 1, 1)",wing,2.54,14.210526315789474,1.0394736842105263,2,0.3,500000.0,0.0,4.978954941837659,931121.3958156196,25.363220501224873,1.0767385197219244,7,0.8927235372981905,10.538138521924717,25.14600000000001,6.611781662447962,46.39846780665237
"(2, 1, 14, 13, 1, 1, 1, 1)",wing,2.54,14.210526315789474,1.0657894736842106,2,0.3,500000.0,0.0,4.999695750791443,918681.1151651336,25.793269878924477,1.0821685696957672,7,0.8980544655517113,10.472185734275334,25.14600000000001,6.567898679225999,46.090517047199995
"(2, 1, 14, 14, 1, 1, 1, 1)",wing,2.54,14.210526315789474,1.0921052631578947,2,0.3,500000.0,0.0,5.0524370339206195,910752.4919574527,26.377449587954253,1.0949710105217387,7,0.9118497790704858,10.430146517393439,25.14600000000001,6.539927060211199,45.894224983938244
"(2, 1, 14, 15, 1, 1, 1, 1)",wing,2.54,14.210526315789474,1.118421052631579,2,0.3,500000.0,0.0,5.1415491860068565,907248.2493742973,27.130396125440413,1.1161962067814697,7,0.9353986088169522,10.411872510272891,25.14600000000001,6.527768090492858,45.80889888065164
"(2, 1, 15, 11, 1, 1, 1, 1)",wing,2.54,14.842105263157896,1.013157894736842,2,0.3,500000.0,0.0,5.12852727235716,1.0062560751389759e6,26.22289091580414,1.1098200299519418,7,0.9327461972837855,11.156463053387235,25.14600000000001,7.023196039413295,49.285586241496816
"(2, 1, 15, 12, 1, 1, 1, 1)",wing,2.54,14.842105263157896,1.0394736842105263,2,0.3,500000.0,0.0,5.101747203723752,983136.6545552922,26.35540242480637,1.10455565925955,7,0.9254587757441411,11.035276611103692,25.14600000000001,6.942562258749927,48.7197351491223
"(2, 1, 15, 13, 1, 1, 1, 1)",wing,2.54,14.842105263157896,1.0657894736842106,2,0.3,500000.0,0.0,5.106478759608857,965709.2917956172,26.654881347206405,1.106324522459927,7,0.9265701942791823,10.943137385809123,25.14600000000001,6.881255614682335,48.28951308549007
"(2, 1, 15, 14, 1, 1, 1, 1)",wing,2.54,14.842105263157896,1.0921052631578947,2,0.3,500000.0,0.0,5.145938774665261,953651.6841935145,27.129023540976448,1.1160284845521509,7,0.9369430565800582,10.879115529818092,25.14600000000001,6.838657414781686,47.99057834934517
"(2, 1, 15, 15, 1, 1, 1, 1)",wing,2.54,14.842105263157896,1.118421052631579,2,0.3,500000.0,0.0,5.224453753713981,946866.2626993302,27.79460849826017,1.1347778664441261,7,0.9578384157527374,10.843227298525136,25.14600000000001,6.814778474894156,47.8230068413625
"(2, 1, 15, 16, 1, 1, 1, 1)",wing,2.54,14.842105263157896,1.144736842105263,2,0.3,500000.0,0.0,5.344454242315897,945167.3000420367,28.66482360669987,1.16324864228907,7,0.9901431606312352,10.83476580008121,25.14600000000001,6.809148450637691,47.78349789921187
"(3, 1, 1, 1, 1, 1, 11, 1)",fuselage,2.032,10.1,1.0,2,0.3,621052.6315789474,0.0,4.431349129631637,735692.3582029575,22.671021408023318,0.9554319464057602,6,0.7519155329538981,8.046200113149306,28.956000000000014,4.953721476064325,34.76295772676719
"(3, 1, 1, 1, 1, 1, 12, 1)",fuselage,2.032,10.1,1.0,2,0.3,663157.8947368421,0.0,4.431349129631637,735692.3582029575,22.671021408023318,0.9554319464057602,6,0.7519155329538981,8.046200113149306,28.956000000000014,4.953721476064325,34.76295772676719
"(3, 1, 1, 1, 1, 1, 14, 1)",fuselage,2.032,10.1,1.0,2,0.3,747368.4210526316,0.0,4.431349129631637,735692.3582029575,22.671021408023318,0.9554319464057602,6,0.7519155329538981,8.046200113149306,28.956000000000014,4.953721476064325,34.76295772676719
"(3, 1, 1, 1, 1, 1, 15, 1)",fuselage,2.032,10.1,1.0,2,0.3,789473.6842105263,0.0,4.431349129631637,735692.3582029575,22.671021408023318,0.9554319464057602,6,0.7519155329538981,8.046200113149306,28.956000000000014,4.953721476064325,34.76295772676719
"(3, 1, 1, 1, 1, 1, 16, 1)",fuselage,2.032,10.1,1.0,2,0.3,831578.947368421,0.0,4.431349129631637,735692.3582029575,22.671021408023318,0.9554319464057602,6,0.7519155329538981,8.046200113149306,28.956000000000014,4.953721476064325,34.76295772676719
"(3, 1, 1, 1, 1, 1, 17, 1)",fuselage,2.032,10.1,1.0,2,0.3,873684.2105263158,0.0,4.431349129631637,735692.3582029575,22.671021408023318,0.9554319464057602,6,0.7519155329538981,8.046200113149306,28.956000000000014,4.953721476064325,34.76295772676719
"(3, 1, 1, 1, 1, 1, 18, 1)",fuselage,2.032,10.1,1.0,2,0.3,915789.4736842106,0.0,4.431349129631637,735692.3582029575,22.671021408023318,0.9554319464057602,6,0.7519155329538981,8.046200113149306,28.956000000000014,4.953721476064325,34.76295772676719
"(3, 1, 1, 1, 1, 1, 19, 1)",fuselage,2.032,10.1,1.0,2,0.3,957894.7368421053,0.0,4.431349129631637,735692.3582029575,22.671021408023318,0.9554319464057602,6,0.7519155329538981,8.046200113149306,28.956000000000014,4.953721476064325,34.76295772676719
"(3, 1, 1, 1, 1, 1, 20, 1)",fuselage,2.032,10.1,1.0,2,0.3,1.0e6,0.0,4.431349129631637,735692.3582029575,22.671021408023318,0.9554319464057602,6,0.7519155329538981,8.046200113149306,28.956000000000014,4.953721476064325,34.76295772676719
"(3, 2, 1, 1, 1, 1, 5, 1)",fuselage,2.0988421052631576,10.1,1.0,2,0.3,368421.05263157893,0.0,4.4866229163594324,739872.2934567274,22.86662677088496,0.9665575003379491,6,0.7656401097650862,8.068081008531934,28.956000000000014,4.968280359762493,34.86512533166662
"(3, 2, 1, 1, 1, 1, 7, 1)",fuselage,2.0988421052631576,10.1,1.0,2,0.3,452631.5789473684,0.0,4.4866229163594324,739872.2934567274,22.86662677088496,0.9665575003379491,6,0.7656401097650862,8.068081008531934,28.956000000000014,4.968280359762493,34.86512533166662
"(3, 2, 1, 1, 1, 1, 8, 1)",fuselage,2.0988421052631576,10.1,1.0,2,0.3,494736.84210526315,0.0,4.4866229163594324,739872.2934567274,22.86662677088496,0.9665575003379491,6,0.7656401097650862,8.068081008531934,28.956000000000014,4.968280359762493,34.86512533166662
"(3, 2, 1, 1, 1, 1, 9, 1)",fuselage,2.0988421052631576,10.1,1.0,2,0.3,536842.1052631579,0.0,4.4866229163594324,739872.2934567274,22.86662677088496,0.9665575003379491,6,0.7656401097650862,8.068081008531934,28.956000000000014,4.968280359762493,34.86512533166662
"(3, 2, 1, 1, 1, 1, 10, 1)",fuselage,2.0988421052631576,10.1,1.0,2,0.3,578947.3684210526,0.0,4.4866229163594324,739872.2934567274,22.86662677088496,0.9665575003379491,6,0.7656401097650862,8.068081008531934,28.956000000000014,4.968280359762493,34.86512533166662
"(3, 2, 1, 1, 1, 1, 11, 1)",fuselage,2.0988421052631576,10.1,1.0,2,0.3,621052.6315789474,0.0,4.4866229163594324,739872.2934567274,22.86662677088496,0.9665575003379491,6,0.7656401097650862,8.068081008531934,28.956000000000014,4.968280359762493,34.86512533166662
"(3, 2, 1, 1, 1, 1, 12, 1)",fuselage,2.0988421052631576,10.1,1.0,2,0.3,663157.8947368421,0.0,4.4866229163594324,739872.2934567274,22.86662677088496,0.9665575003379491,6,0.7656401097650862,8.068081008531934,28.956000000000014,4.968280359762493,34.86512533166662
"(3, 2, 1, 1, 1, 1, 13, 1)",fuselage,2.0988421052631576,10.1,1.0,2,0.3,705263.1578947369,0.0,4.4866229163594324,739872.2934567274,22.86662677088496,0.9665575003379491,6,0.7656401097650862,8.068081008531934,28.956000000000014,4.968280359762493,34.86512533166662
"(3, 2, 1, 1, 1, 1, 14, 1)",fuselage,2.0988421052631576,10.1,1.0,2,0.3,747368.4210526316,0.0,4.4866229163594324,739872.2934567274,22.86662677088496,0.9665575003379491,6,0.7656401097650862,8.068081008531934,28.956000000000014,4.968280359762493,34.86512533166662
"(3, 2, 1, 1, 1, 1, 15, 1)",fuselage,2.0988421052631576,10.1,1.0,2,0.3,789473.6842105263,0.0,4.4866229163594324,739872.2934567274,22.86662677088496,0.9665575003379491,6,0.7656401097650862,8.068081008531934,28.956000000000014,4.968280359762493,34.86512533166662
"(3, 2, 1, 1, 1, 1, 16, 1)",fuselage,2.0988421052631576,10.1,1.0,2,0.3,831578.947368421,0.0,4.4866229163594324,739872.2934567274,22.86662677088496,0.9665575003379491,6,0.7656401097650862,8.068081008531934,28.956000000000014,4.968280359762493,34.86512533166662
"(3, 2, 1, 1, 1, 1, 17, 1)",fuselage,2.0988421052631576,10.1,1.0,2,0.3,873684.2105263158,0.0,4.4866229163594324,739872.2934567274,22.86662677088496,0.9665575003379491,6,0.7656401097650862,8.068081008531934,28.956000000000014,4.968280359762493,34.86512533166662
"(3, 2, 1, 1, 1, 1, 18, 1)",fuselage,2.0988421052631576,10.1,1.0,2,0.3,915789.4736842106,0.0,4.4866229163594324,739872.2934567274,22.86662677088496,0.9665575003379491,6,0.7656401097650862,8.068081008531934,28.956000000000014,4.968280359762493,34.86512533166662
"(3, 2, 1, 1, 1, 1, 19, 1)",fuselage,2.0988421052631576,10.1,1.0,2,0.3,957894.7368421053,0.0,4.4866229163594324,739872.2934567274,22.86662677088496,0.9665575003379491,6,0.7656401097650862,8.068081008531934,28.956000000000014,4.968280359762493,34.86512533166662
"(3, 2, 1, 1, 1, 1, 20, 1)",fuselage,2.0988421052631576,10.1,1.0,2,0.3,1.0e6,0.0,4.4866229163594324,739872.2934567274,22.86662677088496,0.9665575003379491,6,0.7656401097650862,8.068081008531934,28.956000000000014,4.968280359762493,34.86512533166662
"(3, 3, 1, 1, 1, 1, 3, 1)",fuselage,2.1656842105263157,10.1,1.0,2,0.3,284210.5263157895,0.0,4.547711858607511,745097.3437034963,23.111062743637426,0.9789046503580138,6,0.780909678196193,8.095161001820886,28.956000000000014,4.986298565413897,34.991568880097525
"(3, 3, 1, 1, 1, 1, 4, 1)",fuselage,2.1656842105263157,10.1,1.0,2,0.3,326315.7894736842,0.0,4.547711858607511,745097.3437034963,23.111062743637426,0.9789046503580138,6,0.780909678196193,8.095161001820886,28.956000000000014,4.986298565413897,34.991568880097525
"(3, 3, 1, 1, 1, 1, 5, 1)",fuselage,2.1656842105263157,10.1,1.0,2,0.3,368421.05263157893,0.0,4.547711858607511,745097.3437034963,23.111062743637426,0.9789046503580138,6,0.780909678196193,8.095161001820886,28.956000000000014,4.986298565413897,34.991568880097525
"(3, 3, 1, 1, 1, 1, 6, 1)",fuselage,2.1656842105263157,10.1,1.0,2,0.3,410526.3157894737,0.0,4.547711858607511,745097.3437034963,23.111062743637426,0.9789046503580138,6,0.780909678196193,8.095161001820886,28.956000000000014,4.986298565413897,34.991568880097525
"(3, 3, 1, 1, 1, 1, 7, 1)",fuselage,2.1656842105263157,10.1,1.0,2,0.3,452631.5789473684,0.0,4.547711858607511,745097.3437034963,23.111062743637426,0.9789046503580138,6,0.780909678196193,8.095161001820886,28.956000000000014,4.986298565413897,34.991568880097525
"(3, 3, 1, 1, 1, 1, 8, 1)",fuselage,2.1656842105263157,10.1,1.0,2,0.3,494736.84210526315,0.0,4.547711858607511,745097.3437034963,23.111062743637426,0.9789046503580138,6,0.780909678196193,8.095161001820886,28.956000000000014,4.986298565413897,34.991568880097525
"(3, 3, 1, 1, 1, 1, 9, 1)",fuselage,2.1656842105263157,10.1,1.0,2,0.3,536842.1052631579,0.0,4.547711858607511,745097.3437034963,23.111062743637426,0.9789046503580138,6,0.780909678196193,8.095161001820886,28.956000000000014,4.986298565413897,34.991568880097525
"(3, 3, 1, 1, 1, 1, 10, 1)",fuselage,2.1656842105263157,10.1,1.0,2,0.3,578947.3684210526,0.0,4.547711858607511,745097.3437034963,23.111062743637426,0.9789046503580138,6,0.780909678196193,8.095161001820886,28.956000000000014,4.986298565413897,34.991568880097525
"(3, 3, 1, 1, 1, 1, 11, 1)",fuselage,2.1656842105263157,10.1,1.0,2,0.3,621052.6315789474,0.0,4.547711858607511,745097.3437034963,23.111062743637426,0.9789046503580138,6,0.780909678196193,8.095161001820886,28.956000000000014,4.986298565413897,34.991568880097525
"(3, 3, 1, 1, 1, 1, 11, 2)",fuselage,2.1656842105263157,10.1,1.0,2,0.3,621052.6315789474,1.0,4.66114159448952,760554.749659927,23.834953819452068,1.0041191796430227,6,0.8095735986304579,8.173110363231823,31.1415535713561,5.03816370471845,35.35553476995403
"(3, 3, 1, 1, 1, 1, 12, 1)",fuselage,2.1656842105263157,10.1,1.0,2,0.3,663157.8947368421,0.0,4.547711858607511,745097.3437034963,23.111062743637426,0.9789046503580138,6,0.780909678196193,8.095161001820886,28.956000000000014,4.986298565413897,34.991568880097525
"(3, 3, 1, 1, 1, 1, 12, 2)",fuselage,2.1656842105263157,10.1,1.0,2,0.3,663157.8947368421,1.0,4.653899191467261,759560.6286781869,23.788187717236788,1.002509584071743,6,0.8077330430377156,8.168122139458658,31.00278826523825,5.034844692013348,35.33224345272525
"(3, 3, 1, 1, 1, 1, 13, 1)",fuselage,2.1656842105263157,10.1,1.0,2,0.3,705263.1578947369,0.0,4.547711858607511,745097.3437034963,23.111062743637426,0.9789046503580138,6,0.780909678196193,8.095161001820886,28.956000000000014,4.986298565413897,34.991568880097525
"(3, 3, 1, 1, 1, 1, 13, 2)",fuselage,2.1656842105263157,10.1,1.0,2,0.3,705263.1578947369,1.0,4.647526156954781,758686.6539084655,23.74709741727344,1.0010931699028736,6,0.806114609663236,8.163733966791266,30.88059195089567,5.03192493510236,35.31175393054288
"(3, 3, 1, 1, 1, 1, 14, 1)",fuselage,2.1656842105263157,10.1,1.0,2,0.3,747368.4210526316,0.0,4.547711858607511,745097.3437034963,23.111062743637426,0.9789046503580138,6,0.780909678196193,8.095161001820886,28.956000000000014,4.986298565413897,34.991568880097525
"(3, 3, 1, 1, 1, 1, 14, 2)",fuselage,2.1656842105263157,10.1,1.0,2,0.3,747368.4210526316,1.0,4.641874744737973,757912.2696459678,23.710708035683584,0.9998370960501065,6,0.8046803339585286,8.159843632157921,30.772164235352253,5.0293364245097445,35.293588943928036
"(3, 3, 1, 1, 1, 1, 15, 1)",fuselage,2.1656842105263157,10.1,1.0,2,0.3,789473.6842105263,0.0,4.547711858607511,745097.3437034963,23.111062743637426,0.9789046503580138,6,0.780909678196193,8.095161001820886,28.956000000000014,4.986298565413897,34.991568880097525
"(3, 3, 1, 1, 1, 1, 15, 2)",fuselage,2.1656842105263157,10.1,1.0,2,0.3,789473.6842105263,1.0,4.636829006785883,757221.3835281455,23.67825753758106,0.9987156166041614,6,0.8034005134674884,8.156371073618843,30.675302142800135,5.0270258894506705,35.277374662811724
