index,sigma_fcs,span_loc,fcs_loc,wing_frac,nacelle_frac,CDS,WMTO,Vol_wing,PFEI,seats_abreast,Vol_nacelle,L_fuse,span,Vol_fuse,length,P_prop_max,Wfuse,Wwing,Whtail,Wvtail,Wfuseshell,Wfusebendv,Wfusebendh,Wwingcentre,Wwinginboard,Wwingoutboard,CLS,CDfuseS,CDiS,CDwingS,CDhtailS,CDvtailS
"(1, 1, 1, 1, 1)",4000.0,0.0,-1.0,1.0,0.1,3.5884671202191845,434947.647824259,11.429194384792883,1.1014666971133111,6,0.6418839318909634,18.389599999999994,29.791344291854152,0.0,37.19796799836056,2.3495539195592105e7,114464.83603338063,72953.75541470486,7930.197532728373,3892.258640694507,25679.493864233344,19.861092128521243,2143.2830436553313,6767.597303752479,37473.65465131763,18165.891559391977,51.07771942293566,1.1285885600347692,1.0445339138720144,0.843354231857873,0.19674920761082065,0.12659054851737678
"(1, 2, 1, 1, 1)",4000.0,0.05263157894736842,-1.0,1.0,0.1,3.597360449838473,434757.48339839204,11.433922483352882,1.1047877391555587,6,0.6441545603159259,18.389599999999994,29.784883833539848,0.0,37.21199223685145,2.3550059837674495e7,114441.76705541683,72384.78196055598,8042.018187382471,3921.5914373208416,25693.625788374597,18.07855650880171,2087.479317402496,6609.1266419635685,37406.3992342483,18167.30098662283,51.05556871405346,1.128968641237607,1.0447123644149239,0.8488321314912242,0.19847474853603572,0.12717800798357598
"(1, 3, 1, 1, 1)",4000.0,0.10526315789473684,-1.0,1.0,0.1,3.606883992535236,434605.86243587633,11.4401308419265,1.108299503575387,6,0.646590871405366,18.389599999999994,29.77973625214567,0.0,37.22682410730849,2.3608538278643273e7,114421.72882836929,71825.1550263842,8158.651966037923,3952.1579764390526,25708.49463230837,16.327819773644233,2032.9841592446103,6451.074135018337,37345.273463770354,18171.20435954998,51.03792285135954,1.1293709324574503,1.045012190942269,0.854670116070242,0.20026503216996872,0.12778838685589905
"(1, 4, 1, 1, 1)",4000.0,0.15789473684210525,-1.0,1.0,0.1,3.6170696337151216,434494.23262297193,11.447880465789078,1.112011238895232,6,0.6492017297845746,18.389599999999994,29.77595155049388,0.0,37.24250296302635,2.3671174592242163e7,114404.77479447964,71274.94833600646,8280.37988356087,3984.032592003902,25724.136415166788,14.608697580619337,1979.7618406573345,6293.389608699431,37290.48402690574,18177.701532063653,51.02495087372092,1.1297965658171432,1.0454380693624403,0.8608877627333678,0.20212333306024613,0.12842296207317755
"(1, 5, 1, 1, 1)",4000.0,0.21052631578947367,-1.0,1.0,0.1,3.6279599189158596,434424.4672147313,11.457249790371486,1.1159341125837878,6,0.6519988433175461,18.389599999999994,29.773594428052423,0.0,37.25907634689735,2.3738236687804326e7,114390.97905509819,70734.31772019608,8407.518088215395,4017.301989260005,25740.594599050233,12.921377752920483,1927.7798645855485,6136.023833163501,37242.329156015316,18186.918592404334,51.01687272407124,1.130246906670494,1.0459958132117135,0.8675126335941657,0.20405335393030352,0.12908323309519323
"(1, 6, 1, 1, 1)",4000.0,0.2631578947368421,-1.0,1.0,0.1,3.6396175359524583,434399.16745247657,11.468346471333495,1.1200826597933222,6,0.6549992310811257,18.389599999999994,29.77275438197108,0.0,37.27660614793626,2.3810120726690613e7,114380.45028119787,70203.55706650994,8540.42902611237,4052.071999549704,25757.925633850573,11.266733310754924,1877.0110551530975,5978.929329191902,37201.26984092073,18199.02507693292,51.013993936994936,1.1307237238919206,1.046693065873483,0.8745880358047322,0.20605937429021073,0.1297710493456871
"(1, 7, 1, 1, 1)",4000.0,0.3157894736842105,-1.0,1.0,0.1,3.6520891140437923,434420.47878983465,11.481260243995596,1.1244699659347064,6,0.6582159102832688,18.389599999999994,29.77350437762923,0.0,37.29514813348638,2.3887119669838425e7,114373.28057685701,69682.83621431042,8679.494876346596,4088.4459495450988,25776.180176584032,9.644875778406888,1827.422125270166,5822.046336057953,37167.628443034424,18214.16674333109,51.0165641228345,1.131228636509338,1.0475365528786118,0.8821432044385988,0.2081458306733891,0.13048817767785456
"(1, 8, 1, 1, 1)",4000.0,0.3684210526315789,-1.0,1.0,0.1,3.664825161018085,434763.00263434363,11.500827377583263,1.1288517685567485,6,0.6615174511042665,18.389599999999994,29.78520254250751,0.0,37.31367007715697,2.3966216142968632e7,114376.34895328306,69457.34674922092,8806.860598653057,4126.733199850811,25793.881626681152,8.663385689729425,1787.066626545362,6068.936780365167,10862.631755757306,44246.821044820674,51.05666134578884,1.1317336014247692,1.0490407043443015,0.8894348372277391,0.2100458002938248,0.13124039039506066
"(1, 9, 1, 1, 1)",4000.0,0.42105263157894735,-1.0,1.0,0.1,3.6535940309262376,430197.90270167234,11.389514020899119,1.1261105040772614,6,0.6584571564099254,18.389599999999994,29.629199706795436,0.0,37.302083252295475,2.3890327770072848e7,114273.25405003702,65582.80937074935,8876.8559299876,4063.334799104776,25790.121158065467,1.2634209440441706,1730.9334699908463,5898.623452838973,10272.84375702702,42985.92719612224,50.5232336976476,1.1314176379839285,1.0391639708374716,0.8893294805941644,0.21108557035629238,0.1299933615907851
"(1, 10, 1, 1, 1)",4000.0,0.47368421052631576,-1.0,1.0,0.1,3.643949686210476,425875.6716341433,11.286116879870093,1.1238421736414677,6,0.6558190239539182,18.389599999999994,29.480736238754503,0.0,37.29250013401787,2.382456664624526e7,114183.7531786427,61867.05018370507,8952.287247472656,4004.866183149084,25788.045017707,0.0,1677.303167961367,5730.581515673565,9709.006065019574,41787.347542710464,50.01818717298191,1.1311564932456655,1.0298680939785427,0.8899083483500225,0.212202668256252,0.12883667560892054
