index,fcs_loc,radius,AR,tdivc_scale,N_eng,HTR_f,l_fcs,theta_floor,fcs_fuselage_location,has_strut,CDS,WMTO,Vol_wing,PFEI,seats_abreast,Vol_nacelle,y_centroid_wing,L_fuse,y_centroid_nacelles,span,x_centroid_fuse,Vol_fuse,length,P_prop_max,root_span,dfan,Wfuse,Wwing,Whtail,Wvtail,Wfuseshell,Wfusebendv,Wfusebendh,Wwingcentre,Wwinginboard,Wwingoutboard,CLS,CDfuseS,CDiS,CDwingS,CDhtailS,CDvtailS,eta_grav_tank
"(1, 13, 9, 10, 2, 3, 1, 7, 2, 1)",nacelle,2.25,10.970703472840606,1.0,4,0.2722222222222222,0.0,0.0,1.0,false,3.3429992867356324,399360.89483654074,10.357202501362858,1.0206281808032336,6,0.32865022615270967,7.039002687409801,18.389599999999994,7.278377586028254,28.55266800329734,22.638636712229886,0.0,36.85727392714212,1.0969415565153146e7,3.687914320007387,1.002773755408156,114069.55193719412,52802.41600479737,6667.864649536481,2966.4206014292686,25401.44231094651,0.0,2644.370791359631,5181.555584065708,8174.666396069588,13044.98597023297,46.918561476809046,1.1194303158942742,0.9576564701443736,0.740693195264038,0.1765909170678289,0.10706653584505842,0.0
"(1, 13, 9, 10, 2, 4, 1, 7, 2, 1)",nacelle,2.25,10.970703472840606,1.0,4,0.3,0.0,0.0,1.0,false,3.3496887446470387,399823.87386931496,10.376130276655019,1.022547055920449,6,0.41082601934752633,7.042716947561513,18.389599999999994,7.291162078840481,28.569175826193845,22.638636712229886,0.0,36.8653444445178,1.0990553148993587e7,3.687914320007387,1.0124630314272882,114094.50530669975,52831.73601022199,6682.604610131644,2972.0275731515044,25408.650780488617,0.0,2655.8418160282276,5181.583308658013,8182.072321902738,13052.212136385357,46.972829414220726,1.1196458594066294,0.9587264739948325,0.7413881042041203,0.17683413121802466,0.10719128612879893,0.0
"(1, 13, 9, 10, 2, 5, 1, 7, 2, 1)",nacelle,2.25,10.970703472840606,1.0,4,0.30833333333333335,0.0,0.0,1.0,false,3.3518759827744793,399975.4507131755,10.382329707960634,1.0231744476384108,6,0.43802930723738204,7.043932500007384,18.389599999999994,7.295324657471822,28.574578281508828,22.638636712229886,0.0,36.86798347852182,1.0997464701092655e7,3.687914320007387,1.0156126496870699,114102.67415491176,52841.3218080444,6687.422605585533,2973.8635108735502,25411.007344955728,0.0,2659.60135940601,5181.591594927604,8184.494599956052,13054.574487519536,46.99059629747995,1.1197163539759911,0.9590767651948278,0.7416154484866829,0.17691358659925197,0.10723211474860288,0.0
"(1, 13, 9, 10, 2, 6, 1, 7, 2, 1)",nacelle,2.25,10.970703472840606,1.0,4,0.34444444444444444,0.0,0.0,1.0,false,3.3624072291209415,400706.71597153606,10.412256238603375,1.026194958215769,6,0.5712862744940208,7.0497934602433405,18.389599999999994,7.315249218547857,28.600626993668634,22.638636712229886,0.0,36.88069001627603,1.103074349642181e7,3.687914320007387,1.0306530772331424,114142.07456041947,52887.457648378666,6710.608759760995,2982.722385428789,25422.34978311049,0.0,2677.766457512472,5181.62447754601,8196.161288571631,13065.942775444626,47.07630901927824,1.120055861610099,0.9607665333012988,0.7427110275477058,0.17729565879076462,0.10742898722063028,0.0
"(1, 13, 9, 10, 2, 7, 1, 7, 2, 1)",nacelle,2.25,10.970703472840606,1.0,4,0.38055555555555554,0.0,0.0,1.0,false,3.3748498626752537,401574.0011539583,10.447789011793,1.0297628980527347,6,0.7335042386746382,7.056737518215517,18.389599999999994,7.3385475548717345,28.63148947354497,22.638636712229886,0.0,36.89570217253731,1.1070061515282033e7,3.687914320007387,1.048164698580206,114188.77805854945,52941.913868736694,6737.970110900606,2993.2317607903947,25435.74126676831,0.0,2699.3696878213786,5181.646046376528,8209.952845610684,13079.357760802011,47.17796242262253,1.1204571622038788,0.9627702335158806,0.744007517172528,0.17774589852212636,0.10766224874815908,0.0
"(1, 13, 9, 10, 2, 8, 1, 7, 2, 1)",nacelle,2.25,10.970703472840606,1.0,4,0.4166666666666667,0.0,0.0,1.0,false,3.389533530922349,402601.8383345755,10.489954916136178,1.0339724806784436,6,0.9314589481208282,7.06495715010378,18.389599999999994,7.3657200140596615,28.66802117082614,22.638636712229886,0.0,36.913417749673485,1.1116461403669171e7,3.687914320007387,1.0684874645279134,114244.10070459539,53006.10401778292,6770.217395195619,3005.6910851176326,25451.532197578348,0.0,2725.056288788242,5181.646950286329,8226.236328324267,13095.168476892602,47.298430522456535,1.120930998561896,0.9651443585950117,0.7455402655054523,0.17827566246055832,0.10793838421914603,0.0
"(1, 13, 9, 10, 2, 9, 1, 7, 2, 1)",nacelle,2.25,10.970703472840606,1.0,4,0.4527777777777778,0.0,0.0,1.0,false,3.4068865860630813,403822.1046763784,10.540091841219839,1.0389461835238882,6,1.174301094320753,7.074701732939167,18.389599999999994,7.397406203864999,28.71133042787231,22.638636712229886,0.0,36.934354127732234,1.1171299806881538e7,3.687914320007387,1.0920531686370942,114309.76071851137,53081.86412959766,6808.276531393193,3020.4906027037023,25470.178050671704,0.0,2755.671895875707,5181.613832357807,8245.487401411414,13113.83060872311,47.44144752348321,1.121491365830152,0.9679623057977328,0.747355231374185,0.1788996938004939,0.10826581579878665,0.0
"(1, 13, 9, 10, 2, 10, 1, 7, 2, 1)",nacelle,2.25,10.970703472840606,1.0,4,0.4888888888888889,0.0,0.0,1.0,false,3.427475444845177,405277.55509505066,10.600000596107726,1.044845713834465,6,1.4745967651865701,7.086304770987474,18.389599999999994,7.434438666816459,28.76289948586478,22.638636712229886,0.0,36.95919472902433,1.123636846598761e7,3.687914320007387,1.1194164332149665,114388.05617598692,53171.59674659126,6853.3592334654,3038.153332562323,25492.279000639206,0.0,2792.35979010428,5181.5234276405545,8268.333746337506,13135.941001873358,47.612021846458646,1.1221567873604772,0.9713224531833543,0.7495134685575412,0.1796372031506408,0.10865579056107467,0.0
"(1, 13, 9, 10, 2, 11, 1, 7, 2, 1)",nacelle,2.25,10.970703472840606,1.0,4,0.525,0.0,0.0,1.0,false,3.4520603001410195,407026.0501902762,10.672127694065846,1.051887979606599,6,1.8499557170267547,7.100215925767568,18.389599999999994,7.477914247130567,28.824726840442974,22.638636712229886,0.0,36.98885667274418,1.1314072398474786e7,3.687914320007387,1.1512993845456627,114482.10223424369,53278.504152395275,6907.084421992636,3059.3881740939023,25518.639014368557,0.0,2836.6834900188524,5181.338430632727,8295.61481167421,13162.298488526478,47.81693089632887,1.122952181951184,0.9753578727731478,0.7520971963842001,0.18051373293872156,0.10912348491715944,0.0
"(1, 13, 9, 10, 2, 12, 1, 7, 2, 1)",nacelle,2.25,10.970703472840606,1.0,4,0.5611111111111111,0.0,0.0,1.0,false,3.481682614432093,409147.6005172869,10.75987195949701,1.0603698907706787,6,2.3256650840622255,7.11705434774878,18.389599999999994,7.529305587135879,28.89956427147059,22.638636712229886,0.0,37.02459642969956,1.140770697856654e7,3.687914320007387,1.1886587062332967,114596.21680559791,53406.93686997619,6971.6552250874865,3085.1769390116124,25550.357262720125,0.0,2890.8322534578097,5180.998035164498,8328.475687650822,13193.994436004126,48.06554672535683,1.123911794597263,0.9802524907506307,0.7552194179438761,0.18156384853300805,0.10968980930162545,0.0
"(1, 13, 9, 10, 2, 13, 1, 7, 2, 1)",nacelle,2.25,10.970703472840606,1.0,4,0.5972222222222222,0.0,0.0,1.0,false,3.5178317890864568,411760.6943586268,10.868272785394769,1.070715583984579,6,2.9391455130964816,7.137733045255657,18.389599999999994,7.590672868848992,28.99146959372337,22.638636712229886,0.0,37.068209160828616,1.1521986930117732e7,3.687914320007387,1.2327937400240137,114739.26296692413,53563.882557283454,7050.207112264743,3117.0028997704258,25588.996355211922,2.6307938211216357,2957.9659558557173,5180.471792504531,8368.694201402477,13232.77456265293,48.37174537055464,1.1250847336097993,0.9862786335638003,0.7590483173078086,0.1828364532285418,0.11038621538149844,0.0
"(1, 13, 9, 10, 2, 14, 1, 7, 2, 1)",nacelle,2.25,10.970703472840606,1.0,4,0.6333333333333333,0.0,0.0,1.0,false,3.5626216138301916,415030.6663943589,11.004445361830076,1.0835285501378753,6,3.7476751300725213,7.163516262180456,18.389599999999994,7.664868194606657,29.1060616689447,22.638636712229886,0.0,37.12225312727198,1.1663602833430061e7,3.687914320007387,1.285503051677679,114919.45655391001,53757.75405330505,7147.140978357401,3156.897215863939,25636.783707455004,7.054081518218286,3042.799666108265,5179.565695038514,8418.52428827254,13280.786671737456,48.75489072105042,1.1265413757232832,0.9938158169882065,0.7638134919095568,0.18439958637418954,0.11125533404619171,0.0
"(1, 13, 9, 10, 2, 15, 1, 7, 2, 1)",nacelle,2.25,10.970703472840606,1.0,4,0.6694444444444444,0.0,0.0,1.0,false,3.6192399752749154,419211.1629163149,11.17938364575992,1.0997172503654697,6,4.842832099702777,7.196329170715256,18.389599999999994,7.756078476392053,29.251896817988253,22.638636712229886,0.0,37.190581023334346,1.1842647600732006e7,3.687914320007387,1.3493692430174096,115150.24285265326,54001.28286056339,7269.028338792698,3207.994117074144,25697.062454026043,12.806677184910278,3152.68222961004,5177.958671005085,8481.373906666167,13341.30873865903,49.24468487540124,1.1283884766820025,1.003445862825347,0.7698654352151911,0.18635391839669377,0.11236238102748376,0.0
"(1, 13, 9, 10, 2, 16, 1, 7, 2, 1)",nacelle,2.25,10.970703472840606,1.0,4,0.7055555555555556,0.0,0.0,1.0,false,3.692723841645502,424710.63516743784,11.410955324106242,1.1207100435397148,6,6.379062252853565,7.239243459124225,18.389599999999994,7.870725308387193,29.442626988694784,22.638636712229886,0.0,37.279257330161165,1.2075073220178451e7,3.687914320007387,1.4282541680050742,115454.73264412189,54314.55101463181,7426.082081943794,3275.373864254282,25775.074736107923,20.53962889346908,3299.6970951027215,5175.080746488966,8562.621456973451,13419.573311543094,49.88895542249254,1.1307958817021322,1.0161049899709285,0.7777648419505404,0.1888541496773718,0.11381192776158121,0.0
"(1, 13, 9, 10, 2, 17, 1, 7, 2, 1)",nacelle,2.25,10.970703472840606,1.0,4,0.7416666666666667,0.0,0.0,1.0,false,3.791510750845935,432226.6735011565,11.73005279699325,1.1489011478902402,6,8.635114387886157,7.2974419600103,18.389599999999994,8.019207518644418,29.70128699263289,22.638636712229886,0.0,37.39846082044038,1.2387610623185046e7,3.687914320007387,1.528237627523905,115872.91433988455,54730.52604999783,7635.062192216658,3367.7546931053107,25879.579322780133,31.40850748540785,3505.2084464251147,5169.799471793248,8671.141535299132,13524.322128986727,50.76937692018186,1.1340535052707188,1.0333904649447088,0.7884599359717659,0.19215060501254336,0.11578088078639426,0.0
"(1, 13, 9, 10, 2, 18, 1, 7, 2, 1)",nacelle,2.25,10.970703472840606,1.0,4,0.7777777777777778,0.0,0.0,1.0,false,3.930901838448589,443053.14822887024,12.194916278048646,1.18862059032249,6,12.161139710338498,7.380383858413357,18.389599999999994,8.219656333299922,30.069917652202044,22.638636712229886,0.0,37.56662788957382,1.2828755439753724e7,3.687914320007387,1.6595681935101911,116480.30876092032,55307.140743938806,7925.450784226913,3501.409346166901,26026.358314589874,47.66707489013058,3810.692163233481,5159.645537991107,8822.631504504072,13671.293392584803,52.03742219225588,1.138703114847577,1.0582615066202896,0.8036931748440584,0.19667575778357343,0.11859326266794352,0.0
"(1, 13, 9, 10, 3, 1, 1, 7, 2, 1)",nacelle,2.25,10.970703472840606,1.0,6,0.2,0.0,0.0,1.0,false,3.344246617495871,399447.0918578587,10.332256438103201,1.0218372385091505,6,0.13739428647943733,7.039675181016443,18.389599999999994,7.080640388555326,28.555656863771304,22.638636712229886,0.0,36.862358829461165,7.317100377714596e6,3.687914320007387,0.8044761465963596,114053.7580890173,54047.17459282052,6677.760188925661,2976.141821775731,25406.315658461663,0.0,2616.7548671452055,5291.262907966297,8364.257677121504,13368.06650811677,46.92838475312028,1.1195661143254676,0.9579269395059089,0.741725080912073,0.17675421896075025,0.10728276765607275,0.0
