index,fcs_loc,radius,AR,tdivc_scale,N_eng,HTR_f,Vspec,fcs_fuselage_location,has_strut,CDS,WMTO,Vol_wing,PFEI,seats_abreast,Vol_nacelle,y_centroid_wing,L_fuse,y_centroid_nacelles,span
"(1, 9, 8, 10, 1, 18, 20, 2, 1)",nacelle,2.54,10.1,1.0,2,0.7777777777777778,1.0e30,1.0,false,5.594293003034677,864847.3782669422,28.829643037174797,1.1924319171306075,7,24.858544012312066,8.676366605224347,25.14600000000001,5.373015134215422,37.70536936291525
"(1, 9, 8, 10, 1, 19, 20, 2, 1)",nacelle,2.54,10.1,1.0,2,0.8138888888888889,1.0e30,1.0,false,5.919116797211893,908700.8831510928,31.022765386248956,1.2602417291315846,7,37.443664327754625,8.877947101007651,25.14600000000001,5.507140678102366,38.64660124984117
"(1, 9, 8, 10, 1, 20, 20, 2, 1)",nacelle,2.54,10.1,1.0,2,0.85,1.0e30,1.0,false,6.4987178312466884,990770.7590322772,35.267792201171055,1.381333692570873,7,62.8860505761483,9.24251250001382,25.14600000000001,5.749711429970285,40.348852140142355
"(1, 9, 8, 10, 2, 1, 20, 2, 1)",nacelle,2.54,10.1,1.0,4,0.2,1.0e30,1.0,false,4.728518565958739,753507.2258264873,23.50094501480814,1.0108645611882847,7,0.23947366054583055,8.140291023301549,25.14600000000001,8.610385526493037,35.202292715804894
"(1, 9, 8, 10, 2, 2, 20, 2, 1)",nacelle,2.54,10.1,1.0,4,0.2361111111111111,1.0e30,1.0,false,4.7369456250362765,754401.9410170234,23.54225704740748,1.012618320674527,7,0.3430339490072928,8.14475477078344,25.14600000000001,8.624467766833812,35.223135116498554
"(1, 9, 8, 10, 2, 3, 20, 2, 1)",nacelle,2.54,10.1,1.0,4,0.2722222222222222,1.0e30,1.0,false,4.7471676864656605,755489.4115538411,23.59250100081192,1.0147456435850846,7,0.47109644389272004,8.150176541096334,25.14600000000001,8.641434699624764,35.24845077554709
"(1, 9, 8, 10, 2, 4, 20, 2, 1)",nacelle,2.54,10.1,1.0,4,0.3,1.0e30,1.0,false,4.756387774831972,756472.324717408,23.6379440404,1.0166644651964383,7,0.5888688475380511,8.155073591098525,25.14600000000001,8.65663351517922,35.27131637867016
"(1, 9, 8, 10, 2, 5, 20, 2, 1)",nacelle,2.54,10.1,1.0,4,0.30833333333333335,1.0e30,1.0,false,4.759403795856074,756794.2641576456,23.65283486916956,1.017292139931257,7,0.6278545004433809,8.156676894519418,25.14600000000001,8.661584195227551,35.278802620324136
"(1, 9, 8, 10, 2, 6, 20, 2, 1)",nacelle,2.54,10.1,1.0,4,0.34444444444444444,1.0e30,1.0,false,4.773934558395532,758348.1545896801,23.724749012178883,1.020316211002277,7,0.8188187791252978,8.164410402352933,25.14600000000001,8.685293460745218,35.31491238452732
"(1, 9, 8, 10, 2, 7, 20, 2, 1)",nacelle,2.54,10.1,1.0,4,0.38055555555555554,1.0e30,1.0,false,4.79112044657039,760191.9790574096,23.810173404821214,1.0238929044829088,7,1.0512677505634855,8.173576391144062,25.14600000000001,8.713041149540821,35.357710775769945
"(1, 9, 8, 10, 2, 8, 20, 2, 1)",nacelle,2.54,10.1,1.0,4,0.4166666666666667,1.0e30,1.0,false,4.811427234038753,762378.8664537697,23.911622443289467,1.0281191438539803,7,1.3349053702300622,8.18443325072414,25.14600000000001,8.745437268631864,35.408404283536846
"(1, 9, 8, 10, 2, 9, 20, 2, 1)",nacelle,2.54,10.1,1.0,4,0.4527777777777778,1.0e30,1.0,false,4.835464327623801,764978.8578820886,24.032417913147484,1.0331223820305593,7,1.6828413888955098,8.197320341283982,25.14600000000001,8.783267015301536,35.46857746903027
"(1, 9, 8, 10, 2, 10, 20, 2, 1)",nacelle,2.54,10.1,1.0,4,0.4888888888888889,1.0e30,1.0,false,4.864038882652246,768085.444459873,24.177010731478806,1.0390716010333338,7,2.1130855532320663,8.212689327321796,25.14600000000001,8.827553108237375,35.54033927154147
"(1, 9, 8, 10, 2, 11, 20, 2, 1)",nacelle,2.54,10.1,1.0,4,0.525,1.0e30,1.0,false,4.8982350890244515,771824.8876240592,24.35143529516025,1.0461912909825097,7,2.6508877713871604,8.23114745052346,25.14600000000001,8.879644308017376,35.62652506080993
"(1, 9, 8, 10, 2, 12, 20, 2, 1)",nacelle,2.54,10.1,1.0,4,0.5611111111111111,1.0e30,1.0,false,4.939548340562143,776373.2366017889,24.564144004577336,1.054792820708259,7,3.332535849304673,8.25353744719128,25.14600000000001,8.941362793523858,35.73106979233283
"(1, 9, 8, 10, 2, 13, 20, 2, 1)",nacelle,2.54,10.1,1.0,4,0.5972222222222222,1.0e30,1.0,false,4.990091961429307,781981.9256648734,24.827273633496127,1.0653161767442971,7,4.211742993519334,8.281055818834812,25.14600000000001,9.015226336941751,35.85956024358667
"(1, 9, 8, 10, 2, 14, 20, 2, 1)",nacelle,2.54,10.1,1.0,4,0.6333333333333333,1.0e30,1.0,false,5.052949527982056,789022.3689113595,25.15887398574052,1.0784033052653523,7,5.370905646781309,8.315458101168618,25.14600000000001,9.10481969774035,36.0201934684916
"(1, 9, 8, 10, 2, 15, 20, 2, 1)",nacelle,2.54,10.1,1.0,4,0.6694444444444444,1.0e30,1.0,false,5.132800832216779,798066.3265580003,25.586953800256126,1.0950284823414482,7,6.942061082972932,8.359423517157248,25.14600000000001,9.215437190053983,36.22547945754357
"(1, 9, 8, 10, 2, 16, 20, 2, 1)",nacelle,2.54,10.1,1.0,4,0.7055555555555556,1.0e30,1.0,false,5.237107176304408,810040.8944279595,26.157392485797743,1.1167452561970865,7,9.148631606673106,8.41725055267556,25.14600000000001,9.35526934772,36.49548896190923
"(1, 9, 8, 10, 2, 17, 20, 2, 1)",nacelle,2.54,10.1,1.0,4,0.7416666666666667,1.0e30,1.0,false,5.3785417424486,826552.8611300706,26.95074765812538,1.1461915466607988,7,12.395958279561095,8.496287466198732,25.14600000000001,9.537764052131456,36.86453291610303
"(1, 9, 8, 10, 2, 18, 20, 2, 1)",nacelle,2.54,10.1,1.0,4,0.7777777777777778,1.0e30,1.0,false,5.580537955831485,850648.7764259994,28.12243903635622,1.188245716606069,7,17.490813501043633,8.61021396882391,25.14600000000001,9.786839643253433,37.396485457543555
"(1, 9, 8, 10, 2, 19, 20, 2, 1)",nacelle,2.54,10.1,1.0,4,0.8138888888888889,1.0e30,1.0,false,5.891946983360634,888889.3737313309,30.01545174755831,1.2530868991005428,7,26.261881449655576,8.787739138724607,25.14600000000001,10.150123934176335,38.22539675669078
"(1, 9, 8, 10, 2, 20, 20, 2, 1)",nacelle,2.54,10.1,1.0,4,0.85,1.0e30,1.0,false,6.435212668664563,958464.8062654004,33.562760540304254,1.3662237816521952,7,43.76466999467589,9.10117340734852,25.14600000000001,10.740376309513408,39.688903069331616
"(1, 9, 8, 10, 3, 1, 20, 2, 1)",nacelle,2.54,10.1,1.0,6,0.2,1.0e30,1.0,false,4.733333525867777,752186.4913938505,23.438279402238805,1.0121780845899662,7,0.19595227222880668,8.133743134645142,25.14600000000001,8.401936065420253,35.171718916631015
"(1, 9, 8, 10, 3, 2, 20, 2, 1)",nacelle,2.54,10.1,1.0,6,0.2361111111111111,1.0e30,1.0,false,4.741823039285092,753054.4438203038,23.478316444342727,1.0139386932608017,7,0.2806938976881854,8.138077937129152,25.14600000000001,8.414046709847165,35.19195923951355
"(1, 9, 8, 10, 3, 3, 20, 2, 1)",nacelle,2.54,10.1,1.0,6,0.2722222222222222,1.0e30,1.0,false,4.752118983205085,754108.9855898771,23.526990424655814,1.0160739476571723,7,0.3854867548155382,8.143341195540842,25.14600000000001,8.428642293984538,35.21653476517125
"(1, 9, 8, 10, 3, 4, 20, 2, 1)",nacelle,2.54,10.1,1.0,6,0.3,1.0e30,1.0,false,4.761403880346234,755061.7440805695,23.57099465518422,1.0179995378542737,7,0.4818605233233811,8.1480932264241,25.14600000000001,8.44172055655414,35.23872323622148
"(1, 9, 8, 10, 3, 5, 20, 2, 1)",nacelle,2.54,10.1,1.0,6,0.30833333333333335,1.0e30,1.0,false,4.764440748483799,755373.7303185693,23.585409912457973,1.0186293553512915,7,0.5137629151174657,8.149648642395851,25.14600000000001,8.445981230810313,35.24598587889114
"(1, 9, 8, 10, 3, 6, 20, 2, 1)",nacelle,2.54,10.1,1.0,6,0.34444444444444444,1.0e30,1.0,false,4.779069366679911,756879.0454492336,23.65500300776791,1.0216632099717105,7,0.6700325118335038,8.157148840014036,25.14600000000001,8.466391174989395,35.28100625687489
"(1, 9, 8, 10, 3, 7, 20, 2, 1)",nacelle,2.54,10.1,1.0,6,0.38055555555555554,1.0e30,1.0,false,4.796365622794534,758664.100282667,23.737615467548494,1.0252503952904226,7,0.860252224754434,8.166033001140377,25.14600000000001,8.490287930213603,35.32248872127803
"(1, 9, 8, 10, 3, 8, 20, 2, 1)",nacelle,2.54,10.1,1.0,6,0.4166666666666667,1.0e30,1.0,false,4.816797361525835,760780.1282728629,23.835666927075835,1.0294892757595024,7,1.0923639476717109,8.17655063767235,25.14600000000001,8.518203556791143,35.37159830819775
"(1, 9, 8, 10, 3, 9, 20, 2, 1)",nacelle,2.54,10.1,1.0,6,0.4527777777777778,1.0e30,1.0,false,4.840971571368459,763293.6319762983,23.95230764861704,1.0345049137842266,7,1.377094746361591,8.189024605084954,25.14600000000001,8.550819025271666,35.42984251401536
"(1, 9, 8, 10, 3, 10, 20, 2, 1)",nacelle,2.54,10.1,1.0,6,0.4888888888888889,1.0e30,1.0,false,4.869692678083474,766293.4672390309,24.09176003135856,1.0404639951559744,7,1.7291791112142996,8.203884845428854,25.14600000000001,8.589022636802305,35.49922885025146
"(1, 9, 8, 10, 3, 11, 20, 2, 1)",nacelle,2.54,10.1,1.0,6,0.525,1.0e30,1.0,false,4.904044075327808,769900.2531602429,24.259777399675674,1.0475913163179593,7,2.1692734595992844,8.221712683352635,25.14600000000001,8.633990369267043,35.582471673241876
"(1, 9, 8, 10, 3, 12, 20, 2, 1)",nacelle,2.54,10.1,1.0,6,0.5611111111111111,1.0e30,1.0,false,4.945515676282139,774281.294934154,24.464375468220982,1.056196015543272,7,2.7270562633079325,8.243310675430342,25.14600000000001,8.687309442142071,35.68331832885764
"(1, 9, 8, 10, 3, 13, 20, 2, 1)",nacelle,2.54,10.1,1.0,6,0.5972222222222222,1.0e30,1.0,false,4.996210240486798,779675.036081912,24.717038753208676,1.0667143750989923,7,3.4464441459458484,8.269816269781193,25.14600000000001,8.751174547564617,35.807079858900515
"(1, 9, 8, 10, 3, 14, 20, 2, 1)",nacelle,2.54,10.1,1.0,6,0.6333333333333333,1.0e30,1.0,false,5.059190744961967,786432.7435125597,25.034793759896484,1.0797819170171215,7,4.394775891565176,8.302893919061242,25.14600000000001,8.828711685014946,35.96152802674511
"(1, 9, 8, 10, 3, 15, 20, 2, 1)",nacelle,2.54,10.1,1.0,6,0.6694444444444444,1.0e30,1.0,false,5.139095845958758,795093.4258006446,25.443971114274976,1.096361164006335,7,5.67989174525991,8.345076819512913,25.14600000000001,8.924539584858687,36.15849098605252
"(1, 9, 8, 10, 3, 16, 20, 2, 1)",nacelle,2.54,10.1,1.0,6,0.7055555555555556,1.0e30,1.0,false,5.243300528328908,806527.4410005817,25.987503104662135,1.1179822303358389,7,7.484099386596983,8.400413722045416,25.14600000000001,9.045803443789948,36.4168734103288
"(1, 9, 8, 10, 3, 17, 20, 2, 1)",nacelle,2.54,10.1,1.0,6,0.7416666666666667,1.0e30,1.0,false,5.384286888857435,822235.7180278301,26.74035575910993,1.1472344058198103,7,10.137681117967254,8.475795425912041,25.14600000000001,9.204231193662443,36.768850237721594
"(1, 9, 8, 10, 3, 18, 20, 2, 1)",nacelle,2.54,10.1,1.0,6,0.7777777777777778,1.0e30,1.0,false,5.585021287564969,845045.4472261099,27.84610082976103,1.1888844963553358,7,14.296527938355915,8.583976322771193,25.14600000000001,9.420659638380245,37.273975047958885
"(1, 9, 8, 10, 3, 19, 20, 2, 1)",nacelle,2.54,10.1,1.0,6,0.8138888888888889,1.0e30,1.0,false,5.893010645516941,880985.6142734631,29.618122626296582,1.2528013698611058,7,21.441411562166234,8.751494704706879,25.14600000000001,9.736457078091185,38.05616204532395
"(1, 9, 8, 10, 3, 20, 20, 2, 1)",nacelle,2.54,10.1,1.0,6,0.85,1.0e30,1.0,false,6.425694732803759,945596.8889513018,32.89340452262796,1.3633672150021965,7,35.633080649760494,9.044242765137957,25.14600000000001,10.248836554877329,39.423079059009915
"(1, 9, 8, 10, 4, 1, 20, 2, 1)",nacelle,2.54,10.1,1.0,8,0.2,1.0e30,1.0,false,4.73778554980691,751424.7131542852,23.402230326690542,1.0135704162276837,7,0.17006528266291634,8.129951887445555,25.14600000000001,8.277860515001027,35.15401659507653
"(1, 9, 8, 10, 4, 2, 20, 2, 1)",nacelle,2.54,10.1,1.0,8,0.2361111111111111,1.0e30,1.0,false,4.74635943322393,752282.0989820906,23.441758658123955,1.0153489526636785,7,0.24361774761561705,8.134236531734636,25.14600000000001,8.288824776106875,35.17402271627068
"(1, 9, 8, 10, 4, 3, 20, 2, 1)",nacelle,2.54,10.1,1.0,8,0.2722222222222222,1.0e30,1.0,false,4.75675679624812,753323.571004255,23.489803156297583,1.0175057524819546,7,0.33457854026264966,8.139437770217636,25.14600000000001,8.302042031762952,35.198308654712704
"(1, 9, 8, 10, 4, 4, 20, 2, 1)",nacelle,2.54,10.1,1.0,8,0.3,1.0e30,1.0,false,4.766132292724328,754264.3012445628,23.533227808511313,1.0194505819511568,7,0.41823582116909713,8.144132743665946,25.14600000000001,8.313888231435293,35.22023070972427
"(1, 9, 8, 10, 4, 5, 20, 2, 1)",nacelle,2.54,10.1,1.0,8,0.30833333333333335,1.0e30,1.0,false,4.769198611403945,754572.3023387123,23.547450989627208,1.0200866508521318,7,0.44592957543962675,8.145669259831148,25.14600000000001,8.317748113929232,35.22740510426996
"(1, 9, 8, 10, 4, 6, 20, 2, 1)",nacelle,2.54,10.1,1.0,8,0.34444444444444444,1.0e30,1.0,false,4.783968271521392,756058.1634253609,23.61610585054431,1.023150696536334,7,0.5815898026953451,8.153077248220741,25.14600000000001,8.336242570850473,35.26199493332642
"(1, 9, 8, 10, 4, 7, 20, 2, 1)",nacelle,2.54,10.1,1.0,8,0.38055555555555554,1.0e30,1.0,false,4.80143031792422,757819.8322054488,23.697588814288906,1.026774442702455,7,0.7467358218978479,8.161850718787633,25.14600000000001,8.357906546134966,35.30296055465043
"(1, 9, 8, 10, 4, 8, 20, 2, 1)",nacelle,2.54,10.1,1.0,8,0.4166666666666667,1.0e30,1.0,false,4.822052459861505,759906.8491589131,23.79423849466223,1.031053976102624,7,0.9482690035200859,8.172231073059175,25.14600000000001,8.383223285035335,35.35142913490666
"(1, 9, 8, 10, 4, 9, 20, 2, 1)",nacelle,2.54,10.1,1.0,8,0.4527777777777778,1.0e30,1.0,false,4.846446703064404,762384.5898288571,23.90914934330737,1.0361162790855964,7,1.1955129255175871,8.184536036267236,25.14600000000001,8.412816739892687,35.40888421603379
"(1, 9, 8, 10, 4, 10, 20, 2, 1)",nacelle,2.54,10.1,1.0,8,0.4888888888888889,1.0e30,1.0,false,4.8754225123369705,765340.0546848187,24.046451428173565,1.0421293140208154,7,1.5012753889600492,8.199186885674395,25.14600000000001,8.447500007979706,35.47729285139796
"(1, 9, 8, 10, 4, 11, 20, 2, 1)",nacelle,2.54,10.1,1.0,8,0.525,1.0e30,1.0,false,4.910069086234497,768891.1385652645,24.211763463154444,1.0493190602622693,7,1.8835134584083002,8.21675240029901,25.14600000000001,8.48834991906756,35.55931081851678
"(1, 9, 8, 10, 4, 12, 20, 2, 1)",nacelle,2.54,10.1,1.0,8,0.5611111111111111,1.0e30,1.0,false,4.951883511966186,773201.1821918503,24.412903755489307,1.057996101152168,7,2.368029690236986,8.238016926042894,25.14600000000001,8.53682078621733,35.658600432885116
"(1, 9, 8, 10, 4, 13, 20, 2, 1)",nacelle,2.54,10.1,1.0,8,0.5972222222222222,1.0e30,1.0,false,5.0029773415844625,778502.6845549296,24.661058866964023,1.068598479941094,7,2.993008466636221,8.264090791812785,25.14600000000001,8.594924950495084,35.78034610963169
"(1, 9, 8, 10, 4, 14, 20, 2, 1)",nacelle,2.54,10.1,1.0,8,0.6333333333333333,1.0e30,1.0,false,5.066423815006287,785137.6096675899,24.97278542887196,1.0817636123116732,7,3.8170022704759488,8.296596351094964,25.14600000000001,8.665530554993037,35.93212304013214
"(1, 9, 8, 10, 4, 15, 20, 2, 1)",nacelle,2.54,10.1,1.0,8,0.6694444444444444,1.0e30,1.0,false,5.14687313054536,793629.8570823891,25.373643052373573,1.0984562867344405,7,4.933781833183714,8.337999168938406,25.14600000000001,8.752878741109118,36.12544359037389
"(1, 9, 8, 10, 4, 16, 20, 2, 1)",nacelle,2.54,10.1,1.0,8,0.7055555555555556,1.0e30,1.0,false,5.2517078918049975,804823.2119060946,25.90519271175718,1.1202069530312966,7,6.501854400815647,8.392230446961248,25.14600000000001,8.863533012727789,36.37866356557781
"(1, 9, 8, 10, 4, 17, 20, 2, 1)",nacelle,2.54,10.1,1.0,8,0.7416666666666667,1.0e30,1.0,false,5.393403936478836,820169.1029895326,26.639803798773492,1.14960221633897,7,8.808313337816987,8.465965832875058,25.14600000000001,9.008272804979082,36.7229533052532
"(1, 9, 8, 10, 4, 18, 20, 2, 1)",nacelle,2.54,10.1,1.0,8,0.7777777777777778,1.0e30,1.0,false,5.594863032176933,842391.7343167241,27.71553126764126,1.1913934816766665,7,12.42294999322579,8.571522073128925,25.14600000000001,9.206252329970388,37.215822909551406
"(1, 9, 8, 10, 4, 19, 20, 2, 1)",nacelle,2.54,10.1,1.0,8,0.8138888888888889,1.0e30,1.0,false,5.90325597103104,877264.6555882294,29.431708180534066,1.2553589759824293,7,18.63031346027545,8.734382223586982,25.14600000000001,9.495445120890821,37.97625940974467
"(1, 9, 8, 10, 4, 20, 20, 2, 1)",nacelle,2.54,10.1,1.0,8,0.85,1.0e30,1.0,false,6.434200243939786,939501.0878465472,32.57804057914724,1.3654301877760093,7,30.938940106955368,9.0171542885714,25.14600000000001,9.964617338105626,39.296595899944286
"(2, 9, 1, 1, 1, 4, 20, 2, 1)",wing,2.54,6.0,0.75,2,0.3,1.0e30,1.0,false,5.601723848678978,747914.0942412263,23.87924490767407,1.1708490708296206,7,1.05896698020892,6.3895472650650795,25.14600000000001,3.8514349506853254,27.02761368901983
"(2, 9, 1, 1, 1, 4, 20, 2, 2)",wing,2.54,6.0,0.75,2,0.3,1.0e30,1.0,true,5.602127987542972,735556.6734567247,23.528707993918488,1.169742189171491,7,1.058974648133949,6.341776520621726,25.14600000000001,3.8196497471841053,26.804559629362146
"(2, 9, 1, 2, 1, 4, 20, 2, 1)",wing,2.54,6.0,0.7777777777777778,2,0.3,1.0e30,1.0,false,5.584001972146395,743125.0098865846,24.656408051813763,1.1670234423442183,7,1.0540215944164326,6.371089221677001,25.14600000000001,3.8391535288201055,26.941428272421795
"(2, 9, 1, 2, 1, 4, 20, 2, 2)",wing,2.54,6.0,0.7777777777777778,2,0.3,1.0e30,1.0,true,5.589351227442296,731780.6521996136,24.322113884460357,1.1669906666534533,7,1.0554056987028781,6.327108313325165,25.14600000000001,3.8098899672319195,26.736069945487156
"(2, 9, 1, 3, 1, 4, 20, 2, 1)",wing,2.54,6.0,0.8055555555555556,2,0.3,1.0e30,1.0,false,5.568685703247453,738854.7030513663,25.436892527192796,1.1638397190533107,7,1.0497526585454469,6.354575230423021,25.14600000000001,3.8281656202425545,26.864320142053018
"(2, 9, 1, 3, 1, 4, 20, 2, 2)",wing,2.54,6.0,0.8055555555555556,2,0.3,1.0e30,1.0,true,5.578474783268066,728414.4367322173,25.118093454576357,1.1647826864685298,7,1.0523694803534405,6.313995053796053,25.14600000000001,3.801164802331226,26.674840718113867
"(2, 9, 1, 4, 1, 4, 20, 2, 1)",wing,2.54,6.0,0.8333333333333334,2,0.3,1.0e30,1.0,false,5.556236549013821,735087.9618608127,26.223499737788828,1.1614350969917704,7,1.0462846285608873,6.339966832935168,25.14600000000001,3.8184456359218437,26.796109725767327
"(2, 9, 1, 4, 1, 4, 20, 2, 2)",wing,2.54,6.0,0.8333333333333334,2,0.3,1.0e30,1.0,true,5.570062644589397,725459.8180352672,25.91959098114171,1.1632752202834782,7,1.0500202094315982,6.302458172933773,25.14600000000001,3.7934885119520434,26.62097201369855
"(2, 9, 1, 5, 1, 4, 20, 2, 1)",wing,2.54,6.0,0.8611111111111112,2,0.3,1.0e30,1.0,false,5.547817593779528,731863.6267315794,27.021763342156735,1.1601181076283043,7,1.043935788102874,6.327436293025965,25.14600000000001,3.8101081949705846,26.73760136821463
"(2, 9, 1, 5, 1, 4, 20, 2, 2)",wing,2.54,6.0,0.8611111111111112,2,0.3,1.0e30,1.0,true,5.5653773643633935,722969.2485585418,26.732261130763632,1.1627969853176854,7,1.048705398544194,6.292719279716582,25.14600000000001,3.7870085479826283,26.575498582334237
"(2, 9, 1, 6, 1, 4, 20, 2, 1)",wing,2.54,6.0,0.8888888888888888,2,0.3,1.0e30,1.0,false,5.544758904603485,729234.6859586057,27.838205533669225,1.1602271663845154,7,1.0430706208095117,6.317210425131681,25.14600000000001,3.8033042128308066,26.68985412512847
"(2, 9, 1, 6, 1, 4, 20, 2, 2)",wing,2.54,6.0,0.8888888888888888,2,0.3,1.0e30,1.0,true,5.565830395449602,721006.6398529374,27.56271604935164,1.16370290457653,7,1.0488139754033834,6.28504467152058,25.14600000000001,3.78190209661486,26.53966383589376
"(2, 9, 1, 7, 1, 4, 20, 2, 1)",wing,2.54,6.0,0.9166666666666666,2,0.3,1.0e30,1.0,false,5.549154911131671,727293.8811043316,28.681969168121373,1.162208894857147,7,1.044266024618339,6.3096698899056065,25.14600000000001,3.7982869695480885,26.654645400337465
"(2, 9, 1, 7, 1, 4, 20, 2, 2)",wing,2.54,6.0,0.9166666666666666,2,0.3,1.0e30,1.0,true,5.573562928930495,719671.5500949023,28.42005363478716,1.166447563974118,7,1.0509383854921988,6.279839654282562,25.14600000000001,3.7784388361179695,26.515360253459438
"(2, 9, 1, 8, 1, 4, 20, 2, 1)",wing,2.54,6.0,0.9444444444444444,2,0.3,1.0e30,1.0,false,5.56351891173175,726156.3456692362,29.564176941077413,1.1665705030956572,7,1.0482190594486296,6.305280889331715,25.14600000000001,3.7953666617732416,26.634152012443803
"(2, 9, 1, 8, 1, 4, 20, 2, 2)",wing,2.54,6.0,0.9444444444444444,2,0.3,1.0e30,1.0,true,5.591117685040207,719083.7339582776,29.31528488170725,1.1715419887543175,7,1.0557872921913223,6.277586787876934,25.14600000000001,3.7769398471865983,26.50484103288841
