index,fcs_loc,radius,AR,tdivc_scale,N_eng,HTR_f,l_fcs,theta_floor,fcs_fuselage_location,has_strut,CDS,WMTO,Vol_wing,PFEI,seats_abreast,Vol_nacelle,y_centroid_wing,L_fuse,y_centroid_nacelles,span,x_centroid_fuse,Vol_fuse,length,P_prop_max,Wfuse,Wwing,Whtail,Wvtail,Wfuseshell,Wfusebendv,Wfusebendh,Wwingcentre,Wwinginboard,Wwingoutboard,CLS,CDfuseS,CDiS,CDwingS,CDhtailS,CDvtailS,eta_grav_tank
0.0,NA,2.25,10.970703472840606,1.0,2,0.3,0.0,0.0,1.0,false,3.4219504906418043,418132.6345632342,10.872382913293379,1.0441572438574027,6,0.5991801502965841,7.187451207463425,18.389599999999994,5.112176860618743,29.212439203535677,22.638636712229886,0.0,36.95629556999166,2.244653288609536e7,114450.82776981709,65303.67395399466,6771.012547409343,3264.5876928270504,25468.112896562106,11.926655308117809,2759.0339784632456,5498.142434838289,9999.831030405472,17153.863623839414,49.11192307182599,1.1220790938950382,1.0008039389726133,0.7689166969953609,0.1782887147694949,0.11358065789501239,0.0
