CDS,WMTO,Vol_wing,PFEI,seats_abreast,Vol_nacelle,L_fuse,span,Vol_fuse,length,P_prop_max,Wfuse,Wwing,Whtail,Wvtail,Wfuseshell,Wfusebendv,Wfusebendh,Wwingcentre,Wwinginboard,Wwingoutboard,CLS,CDfuseS,CDiS,CDwingS,CDhtailS,CDvtailS
3.205143624300683,406398.07241311244,10.410416306713692,0.9793561071314304,5,0.5454106663729354,20.827999999999992,28.78265889892542,0.0,42.04586848042221,1.3850924515150016e7,113751.78970534245,62524.95856676143,5943.728515748713,2408.6609008241758,19783.91464867451,194.61154808797778,8340.829180579454,5343.888086199143,9494.52548086616,16424.065739779846,47.6774609205134,1.0039396680473125,0.9720544359229125,0.7457891863265874,0.1643823252662748,0.09416118076027385
