index,sigma_fcs,span_loc,fcs_loc,wing_frac,nacelle_frac,CDS,WMTO,Vol_wing,PFEI,seats_abreast,Vol_nacelle,L_fuse,span,Vol_fuse,length,P_prop_max,Wfuse,Wwing,Whtail,Wvtail,Wfuseshell,Wfusebendv,Wfusebendh,Wwingcentre,Wwinginboard,Wwingoutboard,CLS,CDfuseS,CDiS,CDwingS,CDhtailS,CDvtailS
"(1, 1, 1, 1, 1)",4000.0,0.0,-1.0,1.0,0.2,3.743397907216228,473041.8163828556,12.959310430586058,1.1460358168807359,6,0.6832830639032735,18.389599999999994,31.062404428850336,0.0,37.38633901587783,2.4505139860188887e7,115459.99284118612,80698.92640142514,7988.913797689111,4517.331457769963,25805.889538604224,82.46470606836549,2563.763624849841,7088.876120902929,44616.77467300268,20233.88190777013,55.52920255892928,1.1337209687504837,1.1305838707470783,0.884213285887137,0.1976564032545177,0.13876739817480435
"(1, 2, 1, 1, 1)",4000.0,0.05263157894736842,-1.0,1.0,0.2,3.736926745123477,471622.15962022234,12.918226973742879,1.1441074302782879,6,0.6815426984589621,18.389599999999994,31.015969029548955,0.0,37.37818169652283,2.44632375706466e7,115424.3248236724,79663.31839868827,7979.544624760496,4490.32183831503,25799.99199642752,80.12595213494009,2553.004966352744,6875.781313283201,44337.0366943578,20154.954807535465,55.363304688687705,1.1334973619773223,1.127334508592721,0.8822795063289586,0.1975118123709747,0.1382551584940856
"(1, 3, 1, 1, 1)",4000.0,0.10526315789473684,-1.0,1.0,0.2,3.7305251805304094,470217.0899164784,12.877671980945678,1.1422066124840806,6,0.679822489357534,18.389599999999994,30.96994217935348,0.0,37.37014159276224,2.442177841140616e7,115389.16744873206,78637.66471884884,7970.341469579682,4463.658665493718,25794.192390630997,77.82096647328504,2542.405834222134,6664.188249690978,44060.451477254515,20076.92940224896,55.19911134684338,1.133277101396977,1.1241185065496446,0.8803663748037552,0.1973697217562297,0.13774832940364323
"(1, 4, 1, 1, 1)",4000.0,0.15789473684210525,-1.0,1.0,0.2,3.735714672196483,469659.77431368374,12.870518002052705,1.1443159903971858,6,0.6811570700349711,18.389599999999994,30.951686005677292,0.0,37.379063928658226,2.4452985653776046e7,115350.66342532812,77843.925107631,8062.432677870123,4486.630077706167,25803.68838806851,75.39820283015601,2481.77296536738,6467.55054447466,43922.39526566732,20056.07170354203,55.134052940163166,1.133521538945348,1.123331318487052,0.8839299290284665,0.19878880042344405,0.13818505242005227
"(1, 5, 1, 1, 1)",4000.0,0.21052631578947367,-1.0,1.0,0.2,3.74579982201747,469456.84621705883,12.877372503908724,1.1480867401323887,6,0.6837842560037731,18.389599999999994,30.945055208630475,0.0,37.39501535093993,2.451490239620483e7,115315.05526341325,77144.08017916423,8196.547697795273,4529.06834925726,25819.520558234886,72.98333983326599,2405.1678495685815,6276.495899474831,43841.92193618148,20058.987627970924,55.11043267237856,1.1339589544745394,1.1235700706324456,0.8898632365233917,0.20084465364074588,0.1389896232908233
"(1, 6, 1, 1, 1)",4000.0,0.2631578947368421,-1.0,1.0,0.2,3.7568130672740883,469319.00351843546,12.88684236784211,1.1521385249522802,6,0.6866600485103729,18.389599999999994,30.94055903921232,0.0,37.41215828918136,2.4582661561073147e7,115284.35516178222,76459.527046246,8337.79878049063,4573.705498882442,25836.42210110384,70.63470998540646,2330.7451929178937,6086.018564274749,43771.869230567616,20066.132415607124,55.09441926802172,1.1344296439382289,1.1240059907103255,0.8963025909756529,0.2029963425980491,0.13983276971105954
"(1, 7, 1, 1, 1)",4000.0,0.3157894736842105,-1.0,1.0,0.2,3.76881096449161,469249.31535161706,12.899061271778258,1.1564879795166374,6,0.6898004065482266,18.389599999999994,30.93829914505104,0.0,37.43056357228817,2.465661836393209e7,115258.66734421752,75790.47788041407,8486.694317130592,4620.705043897039,25854.45679619516,68.35263775772215,2258.4347206732373,5896.029625151216,43712.68111515319,20077.716343706332,55.086371384384066,1.134935710898396,1.1246484914563313,0.9032810316937296,0.20524977416335508,0.14071713705965389
"(1, 8, 1, 1, 1)",4000.0,0.3684210526315789,-1.0,1.0,0.2,3.7809431673543075,469465.15122591815,12.917377889730954,1.160769353873748,6,0.6929909573105639,18.389599999999994,30.945404565209877,0.0,37.448683700242256,2.473182504716013e7,115246.02640460216,75387.88705368486,8622.721163484439,4667.4804915356035,25871.794506578848,66.79345258386832,2199.3794777473663,6171.139836305653,11971.767512462613,51440.573020724514,55.111677026334185,1.1354346911838218,1.1258741265424892,0.9100225940466038,0.20729555519204626,0.141593870639764
"(1, 9, 1, 1, 1)",4000.0,0.42105263157894735,-1.0,1.0,0.2,3.762379392838431,463394.7827214083,12.753529259370618,1.1558192689061269,6,0.6879080599150196,18.389599999999994,30.745618448013225,0.0,37.427734229653225,2.460876398113864e7,115087.42950239555,70507.15287867056,8685.441728329917,4578.8112873571945,25860.423294151533,55.78927554360514,2115.3221802714706,5963.12997207668,11214.540850519992,49808.350798419066,54.40236295461851,1.1348578665655027,1.1125591806667916,0.9072613259712631,0.20823477304108132,0.13992901065190866
"(1, 10, 1, 1, 1)",4000.0,0.47368421052631576,-1.0,1.0,0.2,3.745952261842199,457681.2689756499,12.602066745593438,1.1515276352197117,6,0.6834085629445128,18.389599999999994,30.55638403638639,0.0,37.40957366765517,2.449936213736185e7,114941.34473490652,65860.30253164847,8754.923863994496,4497.524779543025,25851.380542549,45.556110741259744,2035.873571525462,5758.617241180353,10496.108005328932,48268.43503636404,53.73474797506432,1.134358637949346,1.1000894258099951,0.9053546731267772,0.209272284667859,0.13839187675395095
