study_idx,index,sigma_fcs,span_loc,fcs_loc,wing_frac,nacelle_frac,CDS,WMTO,Vol_wing,PFEI,seats_abreast,Vol_nacelle,L_fuse,span,Vol_fuse,length,P_prop_max,Wfuse,Wwing,Whtail,Wvtail,Wfuseshell,Wfusebendv,Wfusebendh,Wwingcentre,Wwinginboard,Wwingoutboard,CLS,CDfuseS,CDiS,CDwingS,CDhtailS,CDvtailS
3,"(1, 1, 1, 1, 1)",4000,-1,0,0,0.2,3.245409102667712,389679.67596412014,9.738480935252246,0.9853731477766805,6,0.5546425786048985,18.389599999999994,28.20606236130102,0,36.709145829477976,1.3998532457020698e7,139077.5171325813,62081.21640726652,6110.891575202899,2624.595343684001,25270.40445150105,0,549.0626505099416,5955.420003932025,9477.664890759017,15607.523070366198,45.78637074089009,1.115483731607185,0.9336856427406425,0.7025478918776464,0.16724776217641854,0.09928082
3,"(1, 1, 2, 1, 1)",4000,-1,0.052631579,0,0.2,3.2994667570874285,393436.5586698961,9.872855866,1.0065893133983264,6,0.5679927050834402,18.389599999999994,28.341109419287697,0,36.79825192,1.4223881851292964e7,139863.60980758854,63078.528054503986,6579.725115854783,2842.2642750842715,25353.00792997504,0,665.7418371624833,6028.683982230561,9659.584830349448,15850.995451258203,46.22585903593847,1.117855683407923,0.9437090202207359,0.7279587659681377,0.17513237203107482,0.10428055144680767
3,"(1, 1, 3, 1, 1)",4000,-1,0.10526315789473684,0,0.2,3.3133359990084763,394373.32857318403,9.906464657,1.0118276177203542,6,0.5714340813853153,18.389599999999994,28.374678632675916,0,36.82026932117306,1.4281686189966017e7,140063.82596262835,63327.31781803808,6697.273867472474,2893.0342360005884,25373.378792656404,0,697.8863083636033,6046.893581313315,9705.046310827325,15911.719363267111,46.33543023963196,1.1184427373240864,0.9463178252124902,0.7346806859268581,0.17707598227982754,0.10542532336203013
3,"(1, 1, 4, 1, 1)",4000,-1,0.15789473684210525,0,0.2,3.3282964456540958,395377.2910198199,9.942532196659377,1.017441463984758,6,0.5751538132030527,18.389599999999994,28.41060995396983,0,36.84387184780389,1.4344036098402862e7,140279.5492362787,63593.89784021124,6823.222302716832,2946.187087,25395.2074,0,733.3109480880416,6066.3772249511085,9753.797638431532,15976.773767844837,46.45285517286991,1.1190725056010726,0.9491456390211166,0.7419942012229757,0.17914439362698287,0.10661560268235229
3,"(1, 1, 5, 1, 1)",4000,-1,0.21052631578947367,0,0.2,3.3444022568404805,396449.0715333736,9.981087744501657,1.0234066567959448,6,0.5791670558037545,18.389599999999994,28.44891711327387,0,36.868960586023626,1.441115558734502e7,140511.3594437596,63878.59270433852,6958.046169,3001.877050483608,25418.390482049468,0,772.2233102219435,6087.153900770357,9805.900973,16046.241776402792,46.57820810235632,1.1197424563009237,0.9521975598122413,0.7499398416903397,0.18134282913769442,0.10785390158154833
3,"(1, 1, 6, 1, 1)",4000,-1,0.2631578947368421,0,0.2,3.3617418448951244,397593.96946185373,10.022332328913956,1.0297492686320797,6,0.583497869,18.389599999999994,28.489779115544593,0,36.895645165913635,1.4483412902222931e7,140760.5064491918,64182.82969031714,7102.472809593055,3060.327203316293,25443.02655446864,0,814.9005713201041,6109.321793,9861.624904347374,16120.468421203072,46.71210744937759,1.1204556379275439,0.9554896994446279,0.7585685762715407,0.18368026945866422,0.10914413920767808
3,"(1, 1, 7, 1, 1)",4000,-1,0.3157894736842105,0,0.2,3.3804136731290813,398817.8232301992,10.06648835298337,1.036498144312803,6,0.5881732053448846,18.389599999999994,28.53339287835729,0,36.92404899656873,1.4561193265957301e7,141028.3386844879,64508.19619404108,7257.3161443061845,3121.786729075342,25469.22631501987,0,861.6478282,6132.990465757764,9921.269202335481,16199.83875899737,46.85523598444948,1.1212154937246512,0.9590398346496836,0.7679373025433047,0.18616666143352387,0.11049065893737961
3,"(1, 1, 8, 1, 1)",4000,-1,0.3684210526315789,0,0.2,3.4005273733778765,400126.8620369698,10.113793896479933,1.0436852553308744,6,0.5932232424237077,18.389599999999994,28.57996710371946,0,36.95430823251773,1.464484032008565e7,141316.1841597388,64856.40939,7423.500861402165,3186.533353347531,25497.11227004961,0,912.8022648,6158.278382658743,9985.158181310908,16284.768443440891,47.008321692691254,1.1220258408890378,0.9628671416915634,0.7781099442632382,0.1888132187764281,0.11189824984031592
3,"(1, 1, 9, 1, 1)",4000,-1,0.42105263157894735,0,0.2,3.422255233056583,401538.2913068792,10.164897295695596,1.0513609641438475,6,0.5986946987761422,18.389599999999994,28.630097554659272,0,36.98663692093244,1.4735200489897875e7,141631.68372910918,65231.66195196685,7602.157416353097,3255.0577102438756,25526.864526023073,0,973.8318238855188,6185.479742559038,10054.088614489894,16376.262921879877,47.17337542405062,1.122892626884744,0.9670166811848024,0.7891740867839265,0.19163382248796612,0.11337607870375017
3,"(1, 1, 10, 1, 1)",4000,-1,0.47368421052631576,0,0.2,3.445770077482518,403066.6477435604,10.220351664091964,1.0595754251768583,6,0.6046351175409386,18.389599999999994,28.684280177934763,0,37.02124858352926,1.483299483291698e7,141980.42519528797,65637.63504274201,7794.558487898355,3327.8475458217185,25558.666800546158,0,1048.3955081141316,6214.850335506409,10128.760756508478,16475.206750234935,47.352096144446946,1.1238218456347484,0.9715281094719446,0.8012221354333527,0.19464385959035282,0.11493289572010959
