CDS,WMTO,Vol_wing,PFEI,seats_abreast,Vol_nacelle,L_fuse,span,Vol_fuse,length,P_prop_max,Wfuse,Wwing,Whtail,Wvtail,Wfuseshell,Wfusebendv,Wfusebendh,Wwingcentre,Wwinginboard,Wwingoutboard,CLS,CDfuseS,CDiS,CDwingS,CDhtailS,CDvtailS
3.4219504906418043,418132.6345632342,10.872382913293379,1.0441572438574027,6,0.5991801502965841,18.389599999999994,29.212439203535677,0.0,36.95629556999166,1.4743936217052372e7,114450.82776981709,65303.67395399466,6771.012547409343,3264.5876928270504,25468.112896562106,11.926655308117809,2759.0339784632456,5498.142434838289,9999.831030405472,17153.863623839414,49.11192307182599,1.1220790938950382,1.0008039389726133,0.7689166969953609,0.1782887147694949,0.11358065789501239
